Bag_Tag_ID,Inbound_Flight_Number,Outbound_Flight_Number,Inbound_Arrival_Time,Outbound_Departure_Time,Airport_MCT_for_Transfer,Gate_to_Gate_Distance,Transfer_Path_Type,Transfer_Buffer_Minutes,Bag_Transfer_Time,SLA_Compliance,Calculated_Transfer_Buffer_Minutes,SLA_Compliance_Calculated,Inbound_Arrival_Hour,Inbound_Arrival_Day_of_Week,MCT_Buffer_Difference
B0004058,EK904,EK725,2025-07-16 13:16:00,2025-07-16 13:57:36,30,714.0718050801206,Manual,41.61,49.75,0,41.6,1,13,2,11.600000000000001
B0002282,AI406,EK270,2025-07-16 08:33:00,2025-07-16 09:29:07,60,292.22110184866654,Manual,56.13,50.59,1,56.11666666666667,0,8,2,-3.883333333333333
B0001424,LH495,SQ673,2025-07-16 06:14:00,2025-07-16 08:04:08,90,714.6517422919301,Manual,110.14,102.9,1,110.13333333333334,1,6,2,20.13333333333334
B0001904,BA945,BA560,2025-07-16 04:16:00,2025-07-16 05:06:53,30,778.7488146365195,Manual,50.9,46.25,1,50.88333333333333,1,4,2,20.883333333333333
B0003052,EK662,EK860,2025-07-16 21:08:00,2025-07-16 21:50:29,30,662.7551596983388,Auto,42.49,46.34,0,42.483333333333334,1,21,2,12.483333333333334
B0002879,BA586,BA294,2025-07-16 22:45:00,2025-07-17 00:26:25,75,667.5479942495264,Manual,101.43,110.78,0,101.41666666666667,1,22,2,26.41666666666667
B0004380,EK398,EK145,2025-07-16 13:07:00,2025-07-16 14:38:04,75,705.7924140501046,Manual,91.08,99.34,0,91.06666666666666,1,13,2,16.066666666666663
B0002100,AI480,EK535,2025-07-16 08:40:00,2025-07-16 10:10:50,60,275.98330924375705,Auto,90.85,90.85,1,90.83333333333333,1,8,2,30.83333333333333
B0004268,AI537,AI619,2025-07-16 11:46:00,2025-07-16 13:20:20,75,507.4405856541591,Manual,94.33,97.06,0,94.33333333333333,1,11,2,19.33333333333333
B0002383,SQ447,BA368,2025-07-16 12:01:00,2025-07-16 12:39:38,30,327.0094708110478,Auto,38.64,23.75,1,38.63333333333333,1,12,2,8.633333333333333
B0003634,BA967,EK707,2025-07-16 13:10:00,2025-07-16 14:05:44,30,500.05147958250745,Auto,55.74,63.53,0,55.733333333333334,1,13,2,25.733333333333334
B0003351,LH865,AI717,2025-07-16 17:08:00,2025-07-16 18:18:07,60,466.9059660202347,Auto,70.13,72.94,0,70.11666666666666,1,17,2,10.11666666666666
B0002297,AI958,AI690,2025-07-16 18:24:00,2025-07-16 19:03:27,45,596.903847223845,Auto,39.46,32.07,1,39.45,0,18,2,-5.549999999999997
B0000494,BA262,LH667,2025-07-16 03:15:00,2025-07-16 04:27:03,60,776.0984482718991,Auto,72.05,66.5,1,72.05,1,3,2,12.049999999999997
B0000149,LH501,EK790,2025-07-16 13:05:00,2025-07-16 14:52:23,90,634.5059636209115,Auto,107.4,107.4,1,107.38333333333334,1,13,2,17.38333333333334
B0002195,AI804,LH612,2025-07-16 02:40:00,2025-07-16 03:49:41,60,636.0375542770246,Auto,69.69,67.01,1,69.68333333333334,1,2,2,9.683333333333337
B0003219,SQ466,LH374,2025-07-16 21:25:00,2025-07-16 22:45:32,60,918.6302236822096,Manual,80.54,87.37,0,80.53333333333333,1,21,2,20.53333333333333
B0004563,SQ407,AI539,2025-07-16 00:22:00,2025-07-16 01:07:23,30,472.0389744246674,Auto,45.39,49.53,0,45.38333333333333,1,0,2,15.383333333333333
B0004252,BA111,SQ681,2025-07-16 17:25:00,2025-07-16 19:20:25,90,537.8462122638092,Auto,115.42,121.92,0,115.41666666666667,1,17,2,25.41666666666667
B0003899,AI284,BA411,2025-07-16 04:33:00,2025-07-16 06:21:09,90,1078.9929619807076,Manual,108.16,115.04,0,108.15,1,4,2,18.150000000000006
B0004484,EK122,SQ955,2025-07-16 10:33:00,2025-07-16 11:18:07,45,491.46196415898856,Auto,45.12,52.77,0,45.11666666666667,1,10,2,0.11666666666666714
B0002837,BA505,EK671,2025-07-16 09:20:00,2025-07-16 10:31:15,75,698.6912495903382,Manual,71.26,76.33,0,71.25,0,9,2,-3.75
B0001294,SQ871,EK454,2025-07-16 04:06:00,2025-07-16 05:39:44,90,410.3815539523744,Auto,93.75,93.75,1,93.73333333333333,1,4,2,3.7333333333333343
B0000849,BA380,SQ385,2025-07-16 17:12:00,2025-07-16 17:46:23,30,952.1753024150744,Manual,34.4,29.18,1,34.38333333333333,1,17,2,4.383333333333333
B0003642,AI249,LH311,2025-07-16 02:24:00,2025-07-16 03:35:13,75,776.0663179833796,Auto,71.22,80.22,0,71.21666666666667,0,2,2,-3.7833333333333314
B0001033,LH188,SQ928,2025-07-16 05:02:00,2025-07-16 06:38:21,90,906.3954364652378,Manual,96.35,92.14,1,96.35,1,5,2,6.349999999999994
B0001780,SQ164,EK118,2025-07-16 14:11:00,2025-07-16 15:30:59,75,848.0708010694283,Manual,79.99,73.57,1,79.98333333333333,1,14,2,4.983333333333334
B0001060,EK960,SQ114,2025-07-16 22:36:00,2025-07-16 23:49:03,60,584.2475870413828,Manual,73.05,73.05,1,73.05,1,22,2,13.049999999999997
B0002817,SQ935,AI123,2025-07-16 13:23:00,2025-07-16 13:53:09,30,805.0137708612804,Manual,30.16,32.64,0,30.15,1,13,2,0.14999999999999858
B0004950,SQ668,LH673,2025-07-16 08:41:00,2025-07-16 09:35:52,45,819.6791704007557,Auto,54.88,57.22,0,54.86666666666667,1,8,2,9.866666666666667
B0001313,BA419,SQ782,2025-07-16 18:51:00,2025-07-16 19:56:25,75,847.4260650085465,Manual,65.43,60.77,1,65.41666666666667,0,18,2,-9.583333333333329
B0004985,AI479,SQ775,2025-07-16 00:43:00,2025-07-16 01:09:41,30,1027.4307227474503,Manual,26.7,32.38,0,26.683333333333334,0,0,2,-3.3166666666666664
B0000994,AI539,AI414,2025-07-16 02:21:00,2025-07-16 03:09:10,30,879.748562038739,Manual,48.17,43.44,1,48.166666666666664,1,2,2,18.166666666666664
B0001163,BA753,BA231,2025-07-16 11:38:00,2025-07-16 12:24:23,30,876.0212090518221,Manual,46.39,44.89,1,46.38333333333333,1,11,2,16.383333333333333
B0000044,EK305,LH712,2025-07-16 16:08:00,2025-07-16 17:28:24,60,563.1951090298639,Auto,80.4,74.65,1,80.4,1,16,2,20.400000000000006
B0001409,EK867,EK875,2025-07-16 01:45:00,2025-07-16 03:39:39,90,386.3573525701674,Manual,114.66,109.48,1,114.65,1,1,2,24.650000000000006
B0003294,SQ165,AI329,2025-07-16 16:16:00,2025-07-16 17:47:42,75,1112.5707332976413,Manual,91.7,99.2,0,91.7,1,16,2,16.700000000000003
B0000075,AI780,LH640,2025-07-16 20:13:00,2025-07-16 22:03:19,75,240.7065705309916,Auto,110.33,110.33,1,110.31666666666666,1,20,2,35.31666666666666
B0004386,BA140,LH875,2025-07-16 10:14:00,2025-07-16 11:39:08,75,790.5959596858634,Manual,85.14,92.6,0,85.13333333333334,1,10,2,10.13333333333334
B0004273,SQ728,SQ838,2025-07-16 01:00:00,2025-07-16 01:37:19,30,809.4927489800652,Auto,37.33,39.68,0,37.31666666666667,1,1,2,7.31666666666667
B0001015,LH725,LH582,2025-07-16 11:40:00,2025-07-16 12:42:04,45,901.3485592374568,Manual,62.07,48.21,1,62.06666666666667,1,11,2,17.06666666666667
B0001539,AI664,EK882,2025-07-16 01:33:00,2025-07-16 02:32:47,45,403.14897304580046,Manual,59.8,59.8,1,59.78333333333333,1,1,2,14.783333333333331
B0003176,LH375,LH414,2025-07-16 10:54:00,2025-07-16 12:29:52,75,663.6545168026389,Manual,95.87,101.89,0,95.86666666666666,1,10,2,20.86666666666666
B0004762,LH790,SQ870,2025-07-16 19:08:00,2025-07-16 20:39:25,90,458.73442240764894,Auto,91.43,95.47,0,91.41666666666667,1,19,2,1.4166666666666714
B0002048,AI524,BA255,2025-07-16 21:53:00,2025-07-16 22:40:10,30,904.49195511299,Auto,47.17,37.02,1,47.166666666666664,1,21,2,17.166666666666664
B0004709,BA651,BA423,2025-07-16 15:20:00,2025-07-16 16:46:13,75,876.6851735181872,Manual,86.23,95.91,0,86.21666666666667,1,15,2,11.216666666666669
B0000807,BA700,SQ289,2025-07-16 01:49:00,2025-07-16 02:46:56,45,583.2801372644501,Auto,57.95,57.95,1,57.93333333333333,1,1,2,12.93333333333333
B0003904,LH331,AI606,2025-07-16 10:27:00,2025-07-16 11:45:26,75,382.6823633672245,Auto,78.45,85.95,0,78.43333333333334,1,10,2,3.433333333333337
B0003386,EK269,BA426,2025-07-16 08:18:00,2025-07-16 08:48:29,30,607.3249203026757,Manual,30.49,31.56,0,30.483333333333334,1,8,2,0.4833333333333343
B0003688,BA322,SQ148,2025-07-16 07:35:00,2025-07-16 09:11:17,90,991.512155707382,Manual,96.29,97.97,0,96.28333333333333,1,7,2,6.283333333333331
B0001434,LH844,LH476,2025-07-16 16:55:00,2025-07-16 18:41:08,90,565.1705570695023,Manual,106.14,101.39,1,106.13333333333334,1,16,2,16.13333333333334
B0004750,LH399,BA479,2025-07-16 18:03:00,2025-07-16 18:58:25,60,335.7746548726951,Auto,55.42,56.8,0,55.416666666666664,0,18,2,-4.583333333333336
B0003174,SQ567,BA644,2025-07-16 18:53:00,2025-07-16 19:33:52,30,859.9766051437492,Manual,40.87,49.26,0,40.86666666666667,1,18,2,10.866666666666667
B0002777,SQ828,LH222,2025-07-16 00:35:00,2025-07-16 01:28:45,45,544.8629980614005,Auto,53.75,59.64,0,53.75,1,0,2,8.75
B0002918,BA200,EK319,2025-07-16 07:02:00,2025-07-16 07:45:13,45,554.556062169432,Manual,43.23,50.32,0,43.21666666666667,0,7,2,-1.7833333333333314
B0003470,SQ381,SQ288,2025-07-16 09:55:00,2025-07-16 11:12:59,75,535.5579230461137,Auto,77.99,82.79,0,77.98333333333333,1,9,2,2.9833333333333343
B0000426,SQ179,AI468,2025-07-16 04:05:00,2025-07-16 05:03:10,45,665.0462867460375,Manual,58.18,54.46,1,58.166666666666664,1,4,2,13.166666666666664
B0001694,SQ969,AI634,2025-07-16 21:05:00,2025-07-16 22:22:30,60,733.9978581887203,Manual,77.5,76.73,1,77.5,1,21,2,17.5
B0002787,LH351,LH327,2025-07-16 05:03:00,2025-07-16 06:09:48,45,160.02342196684975,Auto,66.81,74.41,0,66.8,1,5,2,21.799999999999997
B0001761,LH804,EK149,2025-07-16 18:36:00,2025-07-16 19:44:26,60,497.6733975397943,Manual,68.45,53.4,1,68.43333333333334,1,18,2,8.433333333333337
B0001181,EK240,EK753,2025-07-16 18:53:00,2025-07-16 20:08:00,60,516.8862578655707,Auto,75.01,63.02,1,75.0,1,18,2,15.0
B0003980,EK565,EK749,2025-07-16 07:45:00,2025-07-16 09:14:53,75,660.1428213708555,Auto,89.9,95.64,0,89.88333333333334,1,7,2,14.88333333333334
B0002052,SQ128,BA425,2025-07-16 04:36:00,2025-07-16 06:04:21,75,433.12077962872576,Auto,88.36,83.34,1,88.35,1,4,2,13.349999999999994
B0001375,EK363,EK329,2025-07-16 05:13:00,2025-07-16 07:02:50,90,618.5335705589455,Manual,109.85,97.05,1,109.83333333333333,1,5,2,19.83333333333333
B0002876,EK821,EK175,2025-07-16 16:02:00,2025-07-16 16:58:13,30,615.4164954006263,Auto,56.22,58.05,0,56.21666666666667,1,16,2,26.21666666666667
B0003937,SQ471,AI970,2025-07-16 21:31:00,2025-07-16 22:39:35,60,305.5162883640752,Auto,68.59,72.77,0,68.58333333333333,1,21,2,8.583333333333329
B0000381,AI972,BA851,2025-07-16 19:18:00,2025-07-16 20:39:28,75,529.4641126625539,Auto,81.48,81.48,1,81.46666666666667,1,19,2,6.466666666666669
B0002986,AI138,EK530,2025-07-16 11:10:00,2025-07-16 13:02:20,90,728.4775990545321,Manual,112.35,115.38,0,112.33333333333333,1,11,2,22.33333333333333
B0002015,AI962,AI499,2025-07-16 11:19:00,2025-07-16 12:28:09,60,928.9665568800554,Manual,69.15,69.15,1,69.15,1,11,2,9.150000000000006
B0003563,AI137,BA823,2025-07-16 12:13:00,2025-07-16 13:41:05,75,521.1762261131087,Auto,88.08,95.73,0,88.08333333333333,1,12,2,13.083333333333329
B0001876,LH522,EK109,2025-07-16 15:27:00,2025-07-16 16:41:34,60,775.3225862879697,Auto,74.57,63.57,1,74.56666666666666,1,15,2,14.566666666666663
B0002663,AI926,LH919,2025-07-16 13:02:00,2025-07-16 14:42:41,75,745.7495947025603,Auto,100.7,107.48,0,100.68333333333334,1,13,2,25.683333333333337
B0001069,AI665,AI936,2025-07-16 22:18:00,2025-07-16 23:09:01,30,849.5101232718295,Auto,51.03,46.37,1,51.016666666666666,1,22,2,21.016666666666666
B0000818,SQ623,AI867,2025-07-16 11:03:00,2025-07-16 12:05:40,60,861.7277652820437,Auto,62.67,59.75,1,62.666666666666664,1,11,2,2.6666666666666643
B0000272,SQ251,EK796,2025-07-16 12:19:00,2025-07-16 12:58:34,30,924.5982355695884,Manual,39.58,38.43,1,39.56666666666667,1,12,2,9.56666666666667
B0004746,AI562,EK968,2025-07-16 17:55:00,2025-07-16 18:38:41,45,744.9938518037628,Manual,43.7,48.73,0,43.68333333333333,0,17,2,-1.31666666666667
B0002605,BA705,LH234,2025-07-16 18:01:00,2025-07-16 19:16:16,60,443.2934914112765,Auto,75.27,76.45,0,75.26666666666667,1,18,2,15.266666666666666
B0000761,SQ319,AI199,2025-07-16 03:45:00,2025-07-16 05:23:28,75,862.5289294340913,Manual,98.47,90.11,1,98.46666666666667,1,3,2,23.46666666666667
B0001233,LH767,EK204,2025-07-16 18:25:00,2025-07-16 19:12:31,45,764.3648765180226,Manual,47.53,37.62,1,47.516666666666666,1,18,2,2.5166666666666657
B0001453,LH744,LH934,2025-07-16 07:18:00,2025-07-16 08:12:08,45,775.080959093878,Auto,54.15,48.94,1,54.13333333333333,1,7,2,9.133333333333333
B0002190,SQ616,AI275,2025-07-16 04:11:00,2025-07-16 05:15:08,45,781.4670766418367,Manual,64.14,60.15,1,64.13333333333334,1,4,2,19.13333333333334
B0000029,AI178,EK263,2025-07-16 11:07:00,2025-07-16 12:01:13,30,438.45871240097074,Auto,54.23,54.23,1,54.21666666666667,1,11,2,24.21666666666667
B0000697,SQ727,BA701,2025-07-16 05:19:00,2025-07-16 06:37:10,60,739.1577355810748,Manual,78.17,76.3,1,78.16666666666667,1,5,2,18.16666666666667
B0004431,BA962,SQ412,2025-07-16 18:58:00,2025-07-16 20:01:58,60,895.0441259435461,Manual,63.98,67.25,0,63.96666666666667,1,18,2,3.9666666666666686
B0000828,LH898,AI687,2025-07-16 21:02:00,2025-07-16 22:05:48,45,271.6581089595852,Auto,63.8,60.48,1,63.8,1,21,2,18.799999999999997
B0004585,SQ933,LH924,2025-07-16 07:55:00,2025-07-16 08:50:46,45,847.1981132698718,Manual,55.78,61.04,0,55.766666666666666,1,7,2,10.766666666666666
B0004844,SQ308,BA862,2025-07-16 21:42:00,2025-07-16 22:35:25,30,657.1786873972694,Auto,53.42,56.4,0,53.416666666666664,1,21,2,23.416666666666664
B0003932,AI250,BA458,2025-07-16 16:27:00,2025-07-16 17:31:22,60,470.13658670686766,Auto,64.37,68.17,0,64.36666666666666,1,16,2,4.36666666666666
B0001933,BA123,AI307,2025-07-16 14:55:00,2025-07-16 16:30:50,90,509.4096073475455,Manual,95.84,95.84,1,95.83333333333333,1,14,2,5.833333333333329
B0003083,BA258,LH796,2025-07-16 13:50:00,2025-07-16 14:19:03,30,573.5184775632829,Auto,29.06,37.4,0,29.05,0,13,2,-0.9499999999999993
B0002255,LH489,EK736,2025-07-16 12:02:00,2025-07-16 13:26:38,75,599.6768837500548,Auto,84.64,76.98,1,84.63333333333334,1,12,2,9.63333333333334
B0003581,AI680,SQ893,2025-07-16 19:08:00,2025-07-16 20:38:13,90,627.7272817453579,Auto,90.22,96.55,0,90.21666666666667,1,19,2,0.21666666666666856
B0001972,SQ803,AI463,2025-07-16 07:46:00,2025-07-16 08:15:01,30,666.4270430593276,Manual,29.02,27.08,1,29.016666666666666,0,7,2,-0.9833333333333343
B0000724,LH282,LH573,2025-07-16 22:37:00,2025-07-16 23:45:15,60,461.215068185988,Auto,68.26,57.43,1,68.25,1,22,2,8.25
B0004021,BA825,SQ703,2025-07-16 00:09:00,2025-07-16 01:00:45,30,566.2564899212352,Auto,51.76,54.0,0,51.75,1,0,2,21.75
B0002739,LH372,LH680,2025-07-16 15:04:00,2025-07-16 15:42:39,30,280.8215489090653,Auto,38.65,42.37,0,38.65,1,15,2,8.649999999999999
B0003292,EK729,EK107,2025-07-16 07:46:00,2025-07-16 08:51:07,60,550.5225589656008,Auto,65.12,66.91,0,65.11666666666666,1,7,2,5.11666666666666
B0004556,EK863,BA951,2025-07-16 17:08:00,2025-07-16 18:33:02,90,388.3338388958929,Auto,85.04,94.8,0,85.03333333333333,0,17,2,-4.966666666666669
B0003437,EK498,SQ413,2025-07-16 00:35:00,2025-07-16 01:41:17,75,440.2129480199517,Auto,66.29,72.12,0,66.28333333333333,0,0,2,-8.716666666666669
B0003250,LH870,LH936,2025-07-16 17:01:00,2025-07-16 17:52:52,30,384.214620342119,Auto,51.87,57.67,0,51.86666666666667,1,17,2,21.866666666666667
B0000811,SQ859,BA387,2025-07-16 09:30:00,2025-07-16 10:08:30,30,488.24772212752174,Auto,38.51,38.51,1,38.5,1,9,2,8.5
B0003729,AI944,SQ852,2025-07-16 02:50:00,2025-07-16 03:32:36,30,619.6738365274072,Manual,42.61,50.77,0,42.6,1,2,2,12.600000000000001
B0001869,LH689,SQ919,2025-07-16 22:32:00,2025-07-17 00:04:40,75,462.1298174307072,Auto,92.68,86.38,1,92.66666666666667,1,22,2,17.66666666666667
B0004858,SQ132,EK970,2025-07-16 16:11:00,2025-07-16 17:47:23,75,500.80945665702416,Auto,96.4,98.7,0,96.38333333333334,1,16,2,21.38333333333334
B0000223,AI299,BA623,2025-07-16 18:12:00,2025-07-16 19:46:57,75,588.7999112590085,Auto,94.96,94.96,1,94.95,1,18,2,19.950000000000003
B0000684,AI146,SQ557,2025-07-16 00:18:00,2025-07-16 01:56:07,90,990.7785496079588,Manual,98.13,93.41,1,98.11666666666666,1,0,2,8.11666666666666
B0001075,SQ907,LH517,2025-07-16 14:13:00,2025-07-16 15:07:17,45,792.8592043308379,Manual,54.29,49.81,1,54.28333333333333,1,14,2,9.283333333333331
B0004530,BA898,EK622,2025-07-16 08:54:00,2025-07-16 10:01:53,45,354.6940480671089,Auto,67.89,71.41,0,67.88333333333334,1,8,2,22.88333333333334
B0003301,EK669,LH181,2025-07-16 11:42:00,2025-07-16 13:12:12,90,1140.7683715022592,Manual,90.22,96.79,0,90.2,1,11,2,0.20000000000000284
B0000810,EK567,BA383,2025-07-16 13:31:00,2025-07-16 14:55:29,60,100.0,Auto,84.49,73.33,1,84.48333333333333,1,13,2,24.483333333333334
B0003082,LH357,LH641,2025-07-16 09:18:00,2025-07-16 09:36:44,30,314.5495537858028,Auto,18.75,26.14,0,18.733333333333334,0,9,2,-11.266666666666666
B0000921,BA978,EK979,2025-07-16 13:02:00,2025-07-16 14:06:39,45,1139.5588005524862,Manual,64.66,54.61,1,64.65,1,13,2,19.650000000000006
B0004975,SQ619,SQ233,2025-07-16 11:41:00,2025-07-16 12:31:37,45,854.5749138798556,Auto,50.62,56.6,0,50.61666666666667,1,11,2,5.616666666666667
B0004906,LH688,EK917,2025-07-16 15:17:00,2025-07-16 16:11:06,45,836.9979175366469,Manual,54.1,59.88,0,54.1,1,15,2,9.100000000000001
B0003943,LH794,SQ469,2025-07-16 19:30:00,2025-07-16 20:29:00,45,100.0,Auto,59.01,62.71,0,59.0,1,19,2,14.0
B0000176,BA196,BA878,2025-07-16 16:34:00,2025-07-16 17:25:03,45,580.2824827027672,Auto,51.06,47.29,1,51.05,1,16,2,6.049999999999997
B0000597,SQ292,BA889,2025-07-16 10:23:00,2025-07-16 12:09:13,90,991.121627706013,Manual,106.23,106.23,1,106.21666666666667,1,10,2,16.21666666666667
B0000244,EK559,LH144,2025-07-16 20:52:00,2025-07-16 22:00:01,60,902.4696235178676,Manual,68.03,64.11,1,68.01666666666667,1,20,2,8.016666666666666
B0003649,LH753,AI553,2025-07-16 03:01:00,2025-07-16 04:18:06,60,784.1700677737734,Manual,77.11,85.35,0,77.1,1,3,2,17.099999999999994
B0004179,AI119,BA245,2025-07-16 12:43:00,2025-07-16 14:26:41,75,390.4337537420637,Auto,103.7,109.26,0,103.68333333333334,1,12,2,28.683333333333337
B0004132,BA616,EK162,2025-07-16 21:38:00,2025-07-16 23:18:55,75,844.6505340515898,Manual,100.92,102.24,0,100.91666666666667,1,21,2,25.91666666666667
B0004030,BA441,AI257,2025-07-16 00:50:00,2025-07-16 01:47:03,45,764.5628016964519,Auto,57.05,58.1,0,57.05,1,0,2,12.049999999999997
B0000469,LH228,AI165,2025-07-16 22:32:00,2025-07-16 23:49:07,75,1087.3714716611548,Manual,77.13,72.57,1,77.11666666666666,1,22,2,2.11666666666666
B0000823,SQ221,EK664,2025-07-16 18:02:00,2025-07-16 19:12:00,75,565.0763600895614,Auto,70.01,59.39,1,70.0,0,18,2,-5.0
B0001365,BA448,AI443,2025-07-16 15:51:00,2025-07-16 16:59:32,45,729.3536407219528,Auto,68.54,61.39,1,68.53333333333333,1,15,2,23.53333333333333
B0001923,SQ487,AI854,2025-07-16 10:29:00,2025-07-16 12:00:11,75,861.0068332291952,Manual,91.18,83.42,1,91.18333333333334,1,10,2,16.183333333333337
B0004911,SQ370,LH807,2025-07-16 08:36:00,2025-07-16 10:36:00,90,912.2372844576632,Manual,120.0,124.67,0,120.0,1,8,2,30.0
B0003213,LH105,LH256,2025-07-16 08:28:00,2025-07-16 09:26:14,45,526.7122231697517,Manual,58.24,64.9,0,58.233333333333334,1,8,2,13.233333333333334
B0004253,AI557,BA559,2025-07-16 01:28:00,2025-07-16 03:04:07,75,755.6485380801107,Manual,96.13,99.44,0,96.11666666666666,1,1,2,21.11666666666666
B0000590,LH296,LH684,2025-07-16 00:10:00,2025-07-16 01:45:33,75,977.1338700818922,Manual,95.56,84.61,1,95.55,1,0,2,20.549999999999997
B0004146,AI899,SQ756,2025-07-16 09:27:00,2025-07-16 10:30:20,60,1138.341331482646,Manual,63.35,73.08,0,63.333333333333336,1,9,2,3.3333333333333357
B0003582,SQ731,LH334,2025-07-16 08:49:00,2025-07-16 09:02:52,30,663.5681751837177,Manual,13.88,17.18,0,13.866666666666667,0,8,2,-16.133333333333333
B0004791,EK240,EK427,2025-07-16 14:00:00,2025-07-16 14:48:14,45,606.7689766666815,Auto,48.24,52.0,0,48.233333333333334,1,14,2,3.2333333333333343
B0001509,AI845,BA564,2025-07-16 22:53:00,2025-07-16 23:40:33,30,1012.0296492224268,Manual,47.57,42.33,1,47.55,1,22,2,17.549999999999997
B0000854,SQ737,EK182,2025-07-16 01:19:00,2025-07-16 02:25:12,60,844.4415406429786,Manual,66.21,66.21,1,66.2,1,1,2,6.200000000000003
B0003121,EK928,EK814,2025-07-16 21:31:00,2025-07-16 22:21:23,45,801.4378413324127,Manual,50.38,58.52,0,50.38333333333333,1,21,2,5.383333333333333
B0004466,AI786,LH994,2025-07-16 08:11:00,2025-07-16 09:03:56,30,708.6658907633941,Manual,52.95,58.99,0,52.93333333333333,1,8,2,22.93333333333333
B0004636,SQ795,LH480,2025-07-16 03:15:00,2025-07-16 04:08:14,45,813.788888137926,Manual,53.24,54.76,0,53.233333333333334,1,3,2,8.233333333333334
B0004977,SQ567,EK211,2025-07-16 11:05:00,2025-07-16 11:42:52,30,100.0,Auto,37.87,43.62,0,37.86666666666667,1,11,2,7.866666666666667
B0003759,LH175,BA343,2025-07-16 14:09:00,2025-07-16 14:59:41,30,783.2595070734044,Manual,50.69,59.49,0,50.68333333333333,1,14,2,20.68333333333333
B0002670,BA945,SQ726,2025-07-16 09:34:00,2025-07-16 10:49:12,60,241.26391669029863,Auto,75.2,84.5,0,75.2,1,9,2,15.200000000000003
B0002813,AI983,LH221,2025-07-16 18:20:00,2025-07-16 19:53:00,75,474.4736154369568,Auto,93.01,97.31,0,93.0,1,18,2,18.0
B0003416,SQ691,AI866,2025-07-16 19:06:00,2025-07-16 20:28:55,75,598.1772570685206,Auto,82.93,91.61,0,82.91666666666667,1,19,2,7.916666666666671
B0002014,BA316,EK647,2025-07-16 02:32:00,2025-07-16 03:58:50,75,398.912126324848,Manual,86.84,79.97,1,86.83333333333333,1,2,2,11.833333333333329
B0000194,BA480,BA191,2025-07-16 18:12:00,2025-07-16 18:57:25,45,846.393728789609,Manual,45.43,45.34,1,45.416666666666664,1,18,2,0.4166666666666643
B0000428,EK679,LH875,2025-07-16 09:28:00,2025-07-16 09:55:50,30,662.0613724760756,Auto,27.85,19.25,1,27.833333333333332,0,9,2,-2.166666666666668
B0002344,LH742,AI872,2025-07-16 20:28:00,2025-07-16 21:49:57,75,944.7706547942888,Manual,81.96,78.41,1,81.95,1,20,2,6.950000000000003
B0002521,AI493,LH282,2025-07-16 02:59:00,2025-07-16 04:17:09,60,818.5805128327353,Manual,78.16,84.13,0,78.15,1,2,2,18.150000000000006
B0003646,LH563,SQ577,2025-07-16 12:28:00,2025-07-16 13:29:43,45,221.8667813701154,Auto,61.72,63.18,0,61.71666666666667,1,12,2,16.71666666666667
B0002234,BA612,AI805,2025-07-16 05:32:00,2025-07-16 07:01:17,75,652.6212948706741,Manual,89.29,84.64,1,89.28333333333333,1,5,2,14.283333333333331
B0002109,LH711,EK479,2025-07-16 19:15:00,2025-07-16 20:06:59,45,588.3002153731751,Manual,52.0,44.85,1,51.983333333333334,1,19,2,6.983333333333334
B0000900,BA853,LH332,2025-07-16 22:56:00,2025-07-17 00:56:00,90,251.4624268322974,Auto,120.0,120.0,1,120.0,1,22,2,30.0
B0004590,EK773,EK557,2025-07-16 00:17:00,2025-07-16 01:47:42,60,377.4092038672876,Auto,90.71,93.43,0,90.7,1,0,2,30.700000000000003
B0001560,AI873,LH675,2025-07-16 12:47:00,2025-07-16 13:20:52,30,858.0245420701865,Manual,33.87,23.62,1,33.86666666666667,1,12,2,3.866666666666667
B0003241,LH254,BA669,2025-07-16 04:41:00,2025-07-16 05:47:34,45,519.1934610361313,Auto,66.58,68.18,0,66.56666666666666,1,4,2,21.566666666666663
B0003299,LH774,BA688,2025-07-16 16:21:00,2025-07-16 17:39:47,60,478.6796402056801,Auto,78.79,80.94,0,78.78333333333333,1,16,2,18.78333333333333
B0001427,SQ930,SQ396,2025-07-16 05:34:00,2025-07-16 06:20:52,30,600.3124616074988,Manual,46.87,44.19,1,46.86666666666667,1,5,2,16.866666666666667
B0002807,EK882,SQ711,2025-07-16 15:32:00,2025-07-16 16:51:40,60,339.14799083502544,Auto,79.67,86.73,0,79.66666666666667,1,15,2,19.66666666666667
B0003221,AI150,EK440,2025-07-16 04:43:00,2025-07-16 06:25:04,90,627.6520325929166,Manual,102.07,105.73,0,102.06666666666666,1,4,2,12.066666666666663
B0001868,SQ997,BA900,2025-07-16 01:07:00,2025-07-16 02:37:05,90,540.4679121602426,Auto,90.1,89.2,1,90.08333333333333,1,1,2,0.0833333333333286
B0003442,BA815,BA640,2025-07-16 10:01:00,2025-07-16 11:17:01,75,740.7887908662819,Auto,76.03,77.88,0,76.01666666666667,1,10,2,1.0166666666666657
B0000173,BA668,BA429,2025-07-16 22:48:00,2025-07-17 00:17:33,75,169.47549032566468,Auto,89.56,89.51,1,89.55,1,22,2,14.549999999999997
B0001500,LH425,EK288,2025-07-16 08:39:00,2025-07-16 10:08:46,75,787.4408128735957,Manual,89.77,88.64,1,89.76666666666667,1,8,2,14.766666666666666
