Bag_Tag_ID,Flight_Number,Damage_Reported_Flag,Damage_Claim_Type,Damage_Reported_Time,Flight_Arrival_Time,Zone_of_Damage,Baggage_Type,Time_To_Report_Damage,Repeat_Zone_Incidents,Calculated_Time_To_Report_Damage,Is_Damaged_Bag,Damage_Reported_Hour,Damage_Reported_Day_of_Week,Damage_Report_Lag_Category
B0002868,LH527,0,Cracked Shell,2025-07-16 01:44:00,2025-07-16 01:44:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0002869,EK764,0,Broken Wheel,2025-07-16 17:17:00,2025-07-16 17:17:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0002870,LH431,0,Zipper Malfunction,2025-07-16 11:24:00,2025-07-16 11:24:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0002871,AI429,0,Lost Contents,2025-07-16 03:15:00,2025-07-16 03:15:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002872,LH306,0,Airline Tag Removed,2025-07-16 08:45:00,2025-07-16 08:45:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0002873,EK838,0,Liquid Damage,2025-07-16 05:08:00,2025-07-16 05:08:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0002874,SQ684,0,Dented Casing,2025-07-16 17:25:00,2025-07-16 17:25:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0002875,SQ762,0,Cracked Shell,2025-07-16 10:03:00,2025-07-16 10:03:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0002876,AI891,0,Liquid Damage,2025-07-16 01:40:00,2025-07-16 01:40:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0002877,EK616,0,Cracked Shell,2025-07-16 11:21:00,2025-07-16 11:21:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0002878,LH690,0,Lost Contents,2025-07-16 10:17:00,2025-07-16 10:17:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0002879,EK126,0,Scratches/Scuffs,2025-07-16 09:04:00,2025-07-16 09:04:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0002880,EK915,0,Dented Casing,2025-07-16 04:52:00,2025-07-16 04:52:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0002881,LH816,0,Torn Fabric,2025-07-16 10:02:00,2025-07-16 10:02:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0002882,SQ666,0,Dented Casing,2025-07-16 03:38:00,2025-07-16 03:38:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002883,SQ788,0,Torn Fabric,2025-07-16 12:18:00,2025-07-16 12:18:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0002884,BA535,0,Missing Handle,2025-07-16 06:42:00,2025-07-16 06:42:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0002885,EK176,0,Liquid Damage,2025-07-16 06:47:00,2025-07-16 06:47:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0002886,BA337,0,Dented Casing,2025-07-16 11:06:00,2025-07-16 11:06:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0002887,LH491,0,Cracked Shell,2025-07-16 07:47:00,2025-07-16 07:47:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002888,AI153,0,Airline Tag Removed,2025-07-16 09:26:00,2025-07-16 09:26:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0002889,EK671,0,Cracked Shell,2025-07-16 16:32:00,2025-07-16 16:32:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0002890,SQ224,0,Cracked Shell,2025-07-16 07:18:00,2025-07-16 07:18:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002891,EK321,0,Scratches/Scuffs,2025-07-16 12:21:00,2025-07-16 12:21:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0002892,AI135,0,Missing Handle,2025-07-16 03:47:00,2025-07-16 03:47:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002893,SQ724,0,Airline Tag Removed,2025-07-16 13:29:00,2025-07-16 13:29:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0002894,AI710,0,Scratches/Scuffs,2025-07-16 06:36:00,2025-07-16 06:36:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0002895,EK135,0,Zipper Malfunction,2025-07-16 11:55:00,2025-07-16 11:55:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0002896,AI900,0,Liquid Damage,2025-07-16 12:21:00,2025-07-16 12:21:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0002897,SQ120,0,Scratches/Scuffs,2025-07-16 07:37:00,2025-07-16 07:37:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002898,SQ580,0,Lost Contents,2025-07-16 03:20:00,2025-07-16 03:20:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002899,LH325,0,Airline Tag Removed,2025-07-16 15:03:00,2025-07-16 15:03:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0002900,SQ958,0,Missing Handle,2025-07-16 09:25:00,2025-07-16 09:25:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0002901,SQ894,0,Broken Wheel,2025-07-16 00:43:00,2025-07-16 00:43:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0002902,BA311,0,Cracked Shell,2025-07-16 15:31:00,2025-07-16 15:31:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0002903,EK127,0,Airline Tag Removed,2025-07-16 21:53:00,2025-07-16 21:53:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0002904,AI365,0,Missing Handle,2025-07-16 04:44:00,2025-07-16 04:44:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0002905,LH731,0,Liquid Damage,2025-07-16 05:23:00,2025-07-16 05:23:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0002906,EK205,0,Airline Tag Removed,2025-07-16 19:38:00,2025-07-16 19:38:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0002907,LH923,0,Zipper Malfunction,2025-07-16 09:23:00,2025-07-16 09:23:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0002908,BA989,0,Broken Wheel,2025-07-16 22:41:00,2025-07-16 22:41:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,22,2,Immediate (0-5 min)
B0002909,LH191,0,Broken Wheel,2025-07-16 02:31:00,2025-07-16 02:31:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0002910,SQ552,0,Scratches/Scuffs,2025-07-16 20:53:00,2025-07-16 20:53:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0002911,AI516,0,Scratches/Scuffs,2025-07-16 17:47:00,2025-07-16 17:47:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0002912,EK454,0,Broken Wheel,2025-07-16 18:38:00,2025-07-16 18:38:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0002913,AI809,0,Cracked Shell,2025-07-16 06:23:00,2025-07-16 06:23:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0002914,LH629,0,Missing Handle,2025-07-16 06:09:00,2025-07-16 06:09:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0002915,LH949,0,Zipper Malfunction,2025-07-16 20:20:00,2025-07-16 20:20:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0002916,SQ730,0,Liquid Damage,2025-07-16 10:50:00,2025-07-16 10:50:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0002917,LH761,0,Torn Fabric,2025-07-16 09:13:00,2025-07-16 09:13:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0002918,BA364,0,Missing Handle,2025-07-16 02:35:00,2025-07-16 02:35:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0002919,EK998,0,Dented Casing,2025-07-16 14:05:00,2025-07-16 14:05:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,14,2,Immediate (0-5 min)
B0002920,SQ134,0,Dented Casing,2025-07-16 15:09:00,2025-07-16 15:09:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0002921,BA494,0,Missing Handle,2025-07-16 18:03:00,2025-07-16 18:03:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0002922,EK877,0,Airline Tag Removed,2025-07-16 13:05:00,2025-07-16 13:05:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0002923,LH676,0,Torn Fabric,2025-07-16 12:37:00,2025-07-16 12:37:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0002924,AI293,0,Liquid Damage,2025-07-16 03:07:00,2025-07-16 03:07:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002925,SQ386,0,Liquid Damage,2025-07-16 00:30:00,2025-07-16 00:30:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0002926,SQ873,0,Liquid Damage,2025-07-16 07:45:00,2025-07-16 07:45:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002927,SQ576,0,Airline Tag Removed,2025-07-16 10:32:00,2025-07-16 10:32:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0002928,LH924,0,Broken Wheel,2025-07-16 21:11:00,2025-07-16 21:11:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0002929,EK523,0,Dented Casing,2025-07-16 20:22:00,2025-07-16 20:22:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0002930,EK941,0,Torn Fabric,2025-07-16 00:47:00,2025-07-16 00:47:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0002931,AI479,0,Cracked Shell,2025-07-16 07:59:00,2025-07-16 07:59:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002932,LH147,0,Dented Casing,2025-07-16 02:35:00,2025-07-16 02:35:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0002933,AI126,0,Dented Casing,2025-07-16 15:29:00,2025-07-16 15:29:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0002934,EK197,0,Airline Tag Removed,2025-07-16 08:54:00,2025-07-16 08:54:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0002935,EK998,0,Torn Fabric,2025-07-16 17:29:00,2025-07-16 17:29:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0002936,AI432,0,Broken Wheel,2025-07-16 05:43:00,2025-07-16 05:43:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0002937,LH224,0,Broken Wheel,2025-07-16 11:08:00,2025-07-16 11:08:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0002938,SQ762,0,Cracked Shell,2025-07-16 07:26:00,2025-07-16 07:26:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002939,EK894,0,Zipper Malfunction,2025-07-16 07:10:00,2025-07-16 07:10:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002940,LH609,0,Missing Handle,2025-07-16 22:37:00,2025-07-16 22:37:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,22,2,Immediate (0-5 min)
B0002941,SQ106,0,Liquid Damage,2025-07-16 04:30:00,2025-07-16 04:30:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0002942,SQ553,0,Scratches/Scuffs,2025-07-16 03:43:00,2025-07-16 03:43:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002943,EK712,0,Dented Casing,2025-07-16 09:35:00,2025-07-16 09:35:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0002944,AI296,0,Torn Fabric,2025-07-16 11:56:00,2025-07-16 11:56:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0002945,BA861,0,Broken Wheel,2025-07-16 18:48:00,2025-07-16 18:48:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0002946,EK801,0,Broken Wheel,2025-07-16 01:46:00,2025-07-16 01:46:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0002947,EK144,0,Zipper Malfunction,2025-07-16 20:04:00,2025-07-16 20:04:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0002948,BA829,0,Lost Contents,2025-07-16 03:49:00,2025-07-16 03:49:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002949,EK193,0,Torn Fabric,2025-07-16 04:08:00,2025-07-16 04:08:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0002950,LH728,0,Lost Contents,2025-07-16 20:15:00,2025-07-16 20:15:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0002951,SQ562,0,Liquid Damage,2025-07-16 20:13:00,2025-07-16 20:13:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0002952,SQ239,0,Torn Fabric,2025-07-16 05:23:00,2025-07-16 05:23:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0002953,LH296,0,Airline Tag Removed,2025-07-16 08:08:00,2025-07-16 08:08:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0002954,EK688,0,Dented Casing,2025-07-16 15:10:00,2025-07-16 15:10:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0002955,EK950,0,Cracked Shell,2025-07-16 03:35:00,2025-07-16 03:35:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002956,BA611,0,Cracked Shell,2025-07-16 01:18:00,2025-07-16 01:18:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0002957,AI308,0,Cracked Shell,2025-07-16 16:21:00,2025-07-16 16:21:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0002958,SQ350,0,Missing Handle,2025-07-16 20:28:00,2025-07-16 20:28:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0002959,LH310,0,Airline Tag Removed,2025-07-16 06:04:00,2025-07-16 06:04:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0002960,EK936,0,Airline Tag Removed,2025-07-16 20:16:00,2025-07-16 20:16:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0002961,SQ759,0,Liquid Damage,2025-07-16 22:04:00,2025-07-16 22:04:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,22,2,Immediate (0-5 min)
B0002962,AI896,0,Missing Handle,2025-07-16 00:39:00,2025-07-16 00:39:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0002963,BA100,0,Dented Casing,2025-07-16 21:14:00,2025-07-16 21:14:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0002964,BA213,0,Lost Contents,2025-07-16 03:53:00,2025-07-16 03:53:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002965,BA121,0,Lost Contents,2025-07-16 10:27:00,2025-07-16 10:27:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0002966,EK640,0,Liquid Damage,2025-07-16 07:46:00,2025-07-16 07:46:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002967,LH580,0,Torn Fabric,2025-07-16 08:36:00,2025-07-16 08:36:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0002968,EK894,0,Broken Wheel,2025-07-16 18:23:00,2025-07-16 18:23:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0002969,BA767,0,Lost Contents,2025-07-16 20:46:00,2025-07-16 20:46:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0002970,EK770,0,Scratches/Scuffs,2025-07-16 11:48:00,2025-07-16 11:48:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0002971,SQ321,0,Torn Fabric,2025-07-16 05:48:00,2025-07-16 05:48:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0002972,LH656,0,Missing Handle,2025-07-16 03:50:00,2025-07-16 03:50:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002973,EK285,0,Liquid Damage,2025-07-16 18:09:00,2025-07-16 18:09:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0002974,SQ527,0,Missing Handle,2025-07-16 12:39:00,2025-07-16 12:39:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0002975,BA977,0,Broken Wheel,2025-07-16 03:29:00,2025-07-16 03:29:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002976,BA820,0,Cracked Shell,2025-07-16 12:07:00,2025-07-16 12:07:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0002977,BA704,0,Broken Wheel,2025-07-16 13:57:00,2025-07-16 13:57:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0002978,SQ379,0,Dented Casing,2025-07-16 14:51:00,2025-07-16 14:51:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,14,2,Immediate (0-5 min)
B0002979,EK155,0,Broken Wheel,2025-07-16 11:15:00,2025-07-16 11:15:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0002980,BA795,0,Cracked Shell,2025-07-16 01:37:00,2025-07-16 01:37:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0002981,SQ375,0,Torn Fabric,2025-07-16 03:12:00,2025-07-16 03:12:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002982,AI769,0,Lost Contents,2025-07-16 14:52:00,2025-07-16 14:52:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,14,2,Immediate (0-5 min)
B0002983,AI249,0,Scratches/Scuffs,2025-07-16 08:08:00,2025-07-16 08:08:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0002984,AI112,0,Dented Casing,2025-07-16 07:45:00,2025-07-16 07:45:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002985,AI481,0,Cracked Shell,2025-07-16 02:11:00,2025-07-16 02:11:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0002986,LH893,0,Dented Casing,2025-07-16 07:10:00,2025-07-16 07:10:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002987,EK124,0,Broken Wheel,2025-07-16 18:02:00,2025-07-16 18:02:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0002988,AI825,0,Dented Casing,2025-07-16 18:57:00,2025-07-16 18:57:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0002989,AI320,0,Broken Wheel,2025-07-16 13:01:00,2025-07-16 13:01:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0002990,SQ619,0,Torn Fabric,2025-07-16 18:50:00,2025-07-16 18:50:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0002991,BA901,0,Lost Contents,2025-07-16 05:17:00,2025-07-16 05:17:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0002992,EK678,0,Cracked Shell,2025-07-16 19:44:00,2025-07-16 19:44:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0002993,LH681,0,Lost Contents,2025-07-16 03:42:00,2025-07-16 03:42:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0002994,SQ752,0,Broken Wheel,2025-07-16 19:45:00,2025-07-16 19:45:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0002995,EK608,0,Broken Wheel,2025-07-16 15:55:00,2025-07-16 15:55:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0002996,LH509,0,Lost Contents,2025-07-16 07:26:00,2025-07-16 07:26:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0002997,EK158,0,Liquid Damage,2025-07-16 13:01:00,2025-07-16 13:01:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0002998,LH323,0,Torn Fabric,2025-07-16 11:04:00,2025-07-16 11:04:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0002999,EK153,0,Zipper Malfunction,2025-07-16 11:26:00,2025-07-16 11:26:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0003000,EK494,0,Missing Handle,2025-07-16 00:43:00,2025-07-16 00:43:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0003001,SQ389,0,Missing Handle,2025-07-16 09:33:00,2025-07-16 09:33:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0003002,SQ931,0,Airline Tag Removed,2025-07-16 01:46:00,2025-07-16 01:46:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0003003,LH400,0,Dented Casing,2025-07-16 07:13:00,2025-07-16 07:13:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0003004,SQ783,0,Liquid Damage,2025-07-16 17:03:00,2025-07-16 17:03:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003005,BA410,0,Liquid Damage,2025-07-16 03:49:00,2025-07-16 03:49:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0003006,SQ127,0,Airline Tag Removed,2025-07-16 04:00:00,2025-07-16 04:00:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0003007,EK119,0,Airline Tag Removed,2025-07-16 03:53:00,2025-07-16 03:53:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0003008,AI520,0,Torn Fabric,2025-07-16 16:55:00,2025-07-16 16:55:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0003009,BA797,0,Torn Fabric,2025-07-16 03:12:00,2025-07-16 03:12:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0003010,BA624,0,Dented Casing,2025-07-16 17:32:00,2025-07-16 17:32:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003011,AI542,0,Zipper Malfunction,2025-07-16 20:35:00,2025-07-16 20:35:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003012,SQ823,0,Lost Contents,2025-07-16 03:19:00,2025-07-16 03:19:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0003013,AI555,0,Cracked Shell,2025-07-16 19:25:00,2025-07-16 19:25:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003014,SQ255,0,Missing Handle,2025-07-16 17:01:00,2025-07-16 17:01:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003015,EK310,0,Missing Handle,2025-07-16 06:52:00,2025-07-16 06:52:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003016,SQ288,0,Dented Casing,2025-07-16 08:22:00,2025-07-16 08:22:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0003017,SQ353,0,Scratches/Scuffs,2025-07-16 16:42:00,2025-07-16 16:42:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0003018,LH212,0,Scratches/Scuffs,2025-07-16 01:44:00,2025-07-16 01:44:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,1,2,Immediate (0-5 min)
