Flight_Number,Aircraft_Block_In_Time,Last_Bag_Delivery_Time,Delivery_Duration_Minutes,SLA_Met,Belt_Assigned,Ground_Crew_Assigned,Number_of_Bags,Belt_Occupancy_Status,First_Bag_Delivery_Time,Belt_Utilization_Index,Gate_Position,Weather_Condition_at_Arrival,Calculated_Delivery_Duration_Minutes,SLA_Compliance,Arrival_Hour,Arrival_Day_of_Week
AI969,2025-07-16 07:19:00,2025-07-16 07:49:00,30.0,1,B1,Crew_D,84,Very Busy,2025-07-16 07:25:12,0.83,Remote,Storm,30.0,1,7,2
AI526,2025-07-16 17:33:00,2025-07-16 18:01:05,28.09,1,B3,Crew_A,85,Free,2025-07-16 17:51:39,0.33,Remote,Clear,28.083333333333332,1,17,2
AI560,2025-07-16 11:05:00,2025-07-16 11:34:51,29.86,1,B4,Crew_A,155,Busy,2025-07-16 11:25:00,0.65,Remote,Clear,29.85,1,11,2
AI994,2025-07-16 02:12:00,2025-07-16 02:42:00,30.0,1,B2,Crew_D,189,Very Busy,2025-07-16 02:24:39,0.77,Finger,Rain,30.0,1,2,2
AI313,2025-07-16 10:19:00,2025-07-16 10:49:00,30.0,1,B2,Crew_A,164,Very Busy,2025-07-16 10:40:50,0.83,Remote,Clear,30.0,1,10,2
AI864,2025-07-16 15:58:00,2025-07-16 16:27:04,29.07,1,B4,Crew_B,247,Free,2025-07-16 16:19:29,0.42,Finger,Rain,29.066666666666666,1,15,2
AI665,2025-07-16 10:49:00,2025-07-16 11:12:18,23.31,1,B3,Crew_C,87,Free,2025-07-16 10:58:32,0.38,Contact,Clear,23.3,1,10,2
AI367,2025-07-16 11:32:00,2025-07-16 12:02:00,30.0,1,B4,Crew_C,51,Very Busy,2025-07-16 11:43:06,0.81,Contact,Clear,30.0,1,11,2
AI308,2025-07-16 11:20:00,2025-07-16 11:50:00,30.0,1,B2,Crew_A,200,Busy,2025-07-16 11:36:29,0.68,Finger,Storm,30.0,1,11,2
AI367,2025-07-16 17:59:00,2025-07-16 18:29:00,30.0,1,B2,Crew_B,61,Busy,2025-07-16 18:21:33,0.73,Finger,Clear,30.0,1,17,2
AI437,2025-07-16 07:24:00,2025-07-16 07:54:00,30.0,1,B3,Crew_C,183,Busy,2025-07-16 07:45:22,0.65,Remote,Clear,30.0,1,7,2
AI881,2025-07-16 15:46:00,2025-07-16 16:15:48,29.81,1,B3,Crew_B,212,Busy,2025-07-16 15:57:51,0.75,Contact,Clear,29.8,1,15,2
AI243,2025-07-16 23:34:00,2025-07-17 00:04:00,30.0,1,B1,Crew_A,59,Busy,2025-07-16 23:56:14,0.74,Finger,Fog,30.0,1,23,2
AI959,2025-07-16 02:52:00,2025-07-16 03:22:00,30.0,1,B2,Crew_A,63,Busy,2025-07-16 03:16:03,0.72,Remote,Clear,30.0,1,2,2
AI824,2025-07-16 04:00:00,2025-07-16 04:22:47,22.8,1,B4,Crew_D,190,Free,2025-07-16 04:05:19,0.33,Contact,Clear,22.783333333333335,1,4,2
AI116,2025-07-16 00:34:00,2025-07-16 01:04:00,30.0,1,B3,Crew_C,117,Busy,2025-07-16 00:57:43,0.73,Remote,Clear,30.0,1,0,2
AI117,2025-07-16 16:52:00,2025-07-16 17:22:00,30.0,1,B2,Crew_A,109,Busy,2025-07-16 17:04:17,0.66,Contact,Storm,30.0,1,16,2
AI198,2025-07-16 16:09:00,2025-07-16 16:36:20,27.34,1,B3,Crew_C,54,Free,2025-07-16 16:15:00,0.5,Finger,Clear,27.333333333333332,1,16,2
AI914,2025-07-16 12:05:00,2025-07-16 12:27:29,22.49,1,B2,Crew_B,208,Free,2025-07-16 12:11:30,0.36,Contact,Clear,22.483333333333334,1,12,2
AI407,2025-07-16 21:52:00,2025-07-16 22:22:00,30.0,1,B1,Crew_A,164,Very Busy,2025-07-16 22:09:21,0.84,Finger,Fog,30.0,1,21,2
AI515,2025-07-16 12:24:00,2025-07-16 12:54:00,30.0,1,B2,Crew_A,89,Busy,2025-07-16 12:35:07,0.69,Remote,Rain,30.0,1,12,2
AI611,2025-07-16 13:41:00,2025-07-16 14:11:00,30.0,1,B1,Crew_A,173,Busy,2025-07-16 14:01:50,0.66,Finger,Fog,30.0,1,13,2
AI335,2025-07-16 06:57:00,2025-07-16 07:27:00,30.0,1,B1,Crew_A,56,Very Busy,2025-07-16 07:05:32,0.81,Finger,Clear,30.0,1,6,2
AI800,2025-07-16 08:57:00,2025-07-16 09:26:33,29.56,1,B3,Crew_A,182,Busy,2025-07-16 09:11:24,0.6,Finger,Clear,29.55,1,8,2
AI312,2025-07-16 18:09:00,2025-07-16 18:39:00,30.0,1,B1,Crew_C,128,Busy,2025-07-16 18:17:47,0.69,Finger,Storm,30.0,1,18,2
AI266,2025-07-16 18:15:00,2025-07-16 18:45:00,30.0,1,B3,Crew_D,62,Busy,2025-07-16 18:22:11,0.68,Contact,Rain,30.0,1,18,2
AI873,2025-07-16 23:08:00,2025-07-16 23:35:45,27.76,1,B3,Crew_A,240,Busy,2025-07-16 23:15:39,0.62,Finger,Rain,27.75,1,23,2
AI200,2025-07-16 13:14:00,2025-07-16 13:44:00,30.0,1,B4,Crew_C,83,Very Busy,2025-07-16 13:28:31,0.81,Contact,Rain,30.0,1,13,2
AI130,2025-07-16 20:17:00,2025-07-16 20:47:00,30.0,1,B3,Crew_D,229,Busy,2025-07-16 20:41:07,0.62,Contact,Clear,30.0,1,20,2
AI542,2025-07-16 05:43:00,2025-07-16 06:13:00,30.0,1,B3,Crew_B,241,Busy,2025-07-16 06:01:45,0.67,Contact,Clear,30.0,1,5,2
AI830,2025-07-16 02:05:00,2025-07-16 02:33:38,28.64,1,B2,Crew_D,78,Free,2025-07-16 02:14:43,0.46,Contact,Rain,28.633333333333333,1,2,2
AI424,2025-07-16 11:06:00,2025-07-16 11:36:00,30.0,1,B3,Crew_A,77,Free,2025-07-16 11:28:54,0.43,Contact,Clear,30.0,1,11,2
AI235,2025-07-16 02:11:00,2025-07-16 02:41:00,30.0,1,B4,Crew_A,128,Busy,2025-07-16 02:33:38,0.62,Finger,Clear,30.0,1,2,2
AI126,2025-07-16 02:22:00,2025-07-16 02:52:00,30.0,1,B3,Crew_D,221,Busy,2025-07-16 02:27:50,0.61,Finger,Clear,30.0,1,2,2
AI112,2025-07-16 09:26:00,2025-07-16 09:56:00,30.0,1,B2,Crew_B,92,Free,2025-07-16 09:33:06,0.31,Remote,Rain,30.0,1,9,2
AI801,2025-07-16 12:10:00,2025-07-16 12:35:11,25.19,1,B2,Crew_A,197,Free,2025-07-16 12:19:30,0.37,Contact,Clear,25.183333333333334,1,12,2
AI271,2025-07-16 13:17:00,2025-07-16 13:43:12,26.21,1,B3,Crew_C,192,Busy,2025-07-16 13:30:54,0.72,Contact,Rain,26.2,1,13,2
AI352,2025-07-16 23:40:00,2025-07-17 00:10:00,30.0,1,B1,Crew_B,57,Busy,2025-07-16 23:57:29,0.66,Finger,Clear,30.0,1,23,2
AI411,2025-07-16 00:25:00,2025-07-16 00:49:07,24.13,1,B3,Crew_D,227,Free,2025-07-16 00:43:33,0.4,Finger,Clear,24.116666666666667,1,0,2
AI442,2025-07-16 13:52:00,2025-07-16 14:22:00,30.0,1,B2,Crew_C,163,Very Busy,2025-07-16 14:06:29,0.77,Finger,Fog,30.0,1,13,2
AI428,2025-07-16 19:44:00,2025-07-16 20:14:00,30.0,1,B4,Crew_C,62,Free,2025-07-16 20:05:14,0.43,Contact,Clear,30.0,1,19,2
AI398,2025-07-16 23:44:00,2025-07-17 00:14:00,30.0,1,B3,Crew_D,60,Busy,2025-07-16 23:56:31,0.68,Finger,Rain,30.0,1,23,2
AI387,2025-07-16 12:23:00,2025-07-16 12:46:46,23.78,1,B2,Crew_A,163,Free,2025-07-16 12:40:13,0.43,Finger,Clear,23.766666666666666,1,12,2
AI844,2025-07-16 14:45:00,2025-07-16 15:14:26,29.44,1,B1,Crew_D,171,Free,2025-07-16 15:06:27,0.48,Contact,Storm,29.433333333333334,1,14,2
AI789,2025-07-16 15:08:00,2025-07-16 15:37:29,29.49,1,B2,Crew_D,67,Busy,2025-07-16 15:32:03,0.71,Remote,Clear,29.483333333333334,1,15,2
AI908,2025-07-16 12:04:00,2025-07-16 12:34:00,30.0,1,B4,Crew_D,184,Busy,2025-07-16 12:14:23,0.68,Finger,Clear,30.0,1,12,2
AI656,2025-07-16 01:50:00,2025-07-16 02:20:00,30.0,1,B1,Crew_A,62,Very Busy,2025-07-16 02:09:31,0.87,Finger,Storm,30.0,1,1,2
AI887,2025-07-16 07:42:00,2025-07-16 08:12:00,30.0,1,B1,Crew_D,144,Busy,2025-07-16 07:53:50,0.66,Remote,Rain,30.0,1,7,2
AI870,2025-07-16 10:50:00,2025-07-16 11:20:00,30.0,1,B2,Crew_B,214,Busy,2025-07-16 11:00:57,0.68,Remote,Clear,30.0,1,10,2
AI556,2025-07-16 11:25:00,2025-07-16 11:53:46,28.78,1,B2,Crew_C,206,Busy,2025-07-16 11:46:28,0.67,Finger,Clear,28.766666666666666,1,11,2
AI125,2025-07-16 15:06:00,2025-07-16 15:32:12,26.21,1,B2,Crew_C,185,Free,2025-07-16 15:14:59,0.45,Remote,Clear,26.2,1,15,2
AI419,2025-07-16 10:29:00,2025-07-16 10:55:11,26.19,1,B4,Crew_A,242,Busy,2025-07-16 10:48:14,0.7,Finger,Clear,26.183333333333334,1,10,2
AI548,2025-07-16 23:44:00,2025-07-17 00:14:00,30.0,1,B1,Crew_A,59,Busy,2025-07-17 00:01:17,0.7,Remote,Clear,30.0,1,23,2
AI969,2025-07-16 10:41:00,2025-07-16 11:11:00,30.0,1,B2,Crew_B,161,Free,2025-07-16 10:46:06,0.45,Remote,Fog,30.0,1,10,2
AI665,2025-07-16 05:21:00,2025-07-16 05:51:00,30.0,1,B4,Crew_B,103,Busy,2025-07-16 05:39:34,0.71,Contact,Clear,30.0,1,5,2
AI290,2025-07-16 20:42:00,2025-07-16 21:10:21,28.36,1,B2,Crew_D,119,Busy,2025-07-16 21:00:15,0.73,Remote,Rain,28.35,1,20,2
AI706,2025-07-16 13:24:00,2025-07-16 13:43:13,19.22,1,B1,Crew_A,203,Free,2025-07-16 13:35:24,0.3,Remote,Clear,19.216666666666665,1,13,2
AI918,2025-07-16 17:11:00,2025-07-16 17:35:59,24.99,1,B3,Crew_D,87,Free,2025-07-16 17:21:48,0.38,Remote,Clear,24.983333333333334,1,17,2
AI640,2025-07-16 20:20:00,2025-07-16 20:50:00,30.0,1,B1,Crew_C,120,Busy,2025-07-16 20:26:17,0.69,Finger,Clear,30.0,1,20,2
AI460,2025-07-16 14:39:00,2025-07-16 15:06:29,27.49,1,B3,Crew_A,104,Free,2025-07-16 14:52:30,0.42,Finger,Rain,27.483333333333334,1,14,2
AI788,2025-07-16 04:20:00,2025-07-16 04:46:13,26.23,1,B3,Crew_B,196,Free,2025-07-16 04:33:05,0.32,Contact,Clear,26.216666666666665,1,4,2
AI623,2025-07-16 12:26:00,2025-07-16 12:56:00,30.0,1,B2,Crew_D,199,Busy,2025-07-16 12:50:38,0.63,Finger,Clear,30.0,1,12,2
AI750,2025-07-16 17:44:00,2025-07-16 18:11:30,27.51,1,B4,Crew_C,149,Very Busy,2025-07-16 17:51:34,0.8,Remote,Clear,27.5,1,17,2
AI243,2025-07-16 05:20:00,2025-07-16 05:49:49,29.82,1,B3,Crew_A,232,Very Busy,2025-07-16 05:26:14,0.87,Finger,Clear,29.816666666666666,1,5,2
AI596,2025-07-16 04:12:00,2025-07-16 04:42:00,30.0,1,B4,Crew_D,96,Very Busy,2025-07-16 04:29:43,0.87,Finger,Clear,30.0,1,4,2
AI801,2025-07-16 15:26:00,2025-07-16 15:56:00,30.0,1,B1,Crew_A,192,Busy,2025-07-16 15:38:40,0.69,Contact,Clear,30.0,1,15,2
AI914,2025-07-16 07:18:00,2025-07-16 07:43:09,25.16,1,B2,Crew_D,193,Free,2025-07-16 07:37:50,0.33,Remote,Clear,25.15,1,7,2
AI679,2025-07-16 23:49:00,2025-07-17 00:15:53,26.89,1,B1,Crew_C,156,Busy,2025-07-16 23:59:02,0.74,Finger,Clear,26.883333333333333,1,23,2
AI893,2025-07-16 17:52:00,2025-07-16 18:22:00,30.0,1,B1,Crew_D,219,Very Busy,2025-07-16 18:04:32,0.82,Finger,Storm,30.0,1,17,2
AI659,2025-07-16 06:27:00,2025-07-16 06:56:52,29.88,1,B3,Crew_A,98,Free,2025-07-16 06:46:01,0.43,Finger,Rain,29.866666666666667,1,6,2
AI560,2025-07-16 08:22:00,2025-07-16 08:52:00,30.0,1,B1,Crew_B,175,Very Busy,2025-07-16 08:35:44,0.86,Remote,Clear,30.0,1,8,2
AI314,2025-07-16 23:37:00,2025-07-17 00:07:00,30.0,1,B4,Crew_B,119,Busy,2025-07-17 00:00:27,0.67,Finger,Rain,30.0,1,23,2
AI730,2025-07-16 04:50:00,2025-07-16 05:20:00,30.0,1,B3,Crew_C,207,Free,2025-07-16 05:14:29,0.37,Remote,Storm,30.0,1,4,2
AI711,2025-07-16 17:10:00,2025-07-16 17:34:59,24.99,1,B3,Crew_A,155,Free,2025-07-16 17:17:20,0.47,Finger,Clear,24.983333333333334,1,17,2
AI238,2025-07-16 13:58:00,2025-07-16 14:24:02,26.04,1,B2,Crew_B,156,Free,2025-07-16 14:09:35,0.37,Contact,Storm,26.033333333333335,1,13,2
AI355,2025-07-16 04:45:00,2025-07-16 05:15:00,30.0,1,B4,Crew_D,176,Free,2025-07-16 05:00:57,0.33,Remote,Rain,30.0,1,4,2
AI245,2025-07-16 18:40:00,2025-07-16 18:59:15,19.25,1,B1,Crew_A,225,Free,2025-07-16 18:51:45,0.5,Contact,Clear,19.25,1,18,2
AI512,2025-07-16 16:47:00,2025-07-16 17:11:55,24.93,1,B4,Crew_C,131,Free,2025-07-16 16:54:51,0.37,Contact,Clear,24.916666666666668,1,16,2
AI695,2025-07-16 00:55:00,2025-07-16 01:25:00,30.0,1,B4,Crew_C,164,Busy,2025-07-16 01:06:59,0.62,Finger,Clear,30.0,1,0,2
AI970,2025-07-16 02:50:00,2025-07-16 03:20:00,30.0,1,B2,Crew_D,227,Busy,2025-07-16 02:56:46,0.7,Remote,Fog,30.0,1,2,2
AI374,2025-07-16 10:53:00,2025-07-16 11:15:04,22.08,1,B4,Crew_C,82,Free,2025-07-16 11:08:23,0.44,Finger,Clear,22.066666666666666,1,10,2
AI798,2025-07-16 01:02:00,2025-07-16 01:30:34,28.58,1,B2,Crew_D,218,Free,2025-07-16 01:18:23,0.35,Contact,Clear,28.566666666666666,1,1,2
AI567,2025-07-16 00:27:00,2025-07-16 00:51:05,24.09,1,B3,Crew_B,147,Free,2025-07-16 00:45:19,0.47,Finger,Fog,24.083333333333332,1,0,2
AI995,2025-07-16 08:05:00,2025-07-16 08:35:00,30.0,1,B2,Crew_A,115,Busy,2025-07-16 08:15:48,0.72,Contact,Clear,30.0,1,8,2
AI505,2025-07-16 20:19:00,2025-07-16 20:49:00,30.0,1,B1,Crew_A,87,Busy,2025-07-16 20:25:02,0.72,Remote,Clear,30.0,1,20,2
AI101,2025-07-16 06:30:00,2025-07-16 06:56:48,26.8,1,B4,Crew_A,241,Free,2025-07-16 06:44:09,0.45,Finger,Clear,26.8,1,6,2
AI108,2025-07-16 22:21:00,2025-07-16 22:51:00,30.0,1,B4,Crew_A,165,Very Busy,2025-07-16 22:43:33,0.88,Contact,Rain,30.0,1,22,2
AI334,2025-07-16 12:05:00,2025-07-16 12:35:00,30.0,1,B3,Crew_C,141,Busy,2025-07-16 12:21:09,0.68,Remote,Clear,30.0,1,12,2
AI240,2025-07-16 12:49:00,2025-07-16 13:19:00,30.0,1,B2,Crew_A,180,Very Busy,2025-07-16 13:03:57,0.77,Remote,Rain,30.0,1,12,2
AI643,2025-07-16 18:00:00,2025-07-16 18:23:18,23.31,1,B2,Crew_B,229,Busy,2025-07-16 18:06:14,0.67,Remote,Clear,23.3,1,18,2
AI521,2025-07-16 19:43:00,2025-07-16 20:12:27,29.46,1,B1,Crew_B,60,Busy,2025-07-16 19:53:35,0.72,Remote,Clear,29.45,1,19,2
AI870,2025-07-16 03:37:00,2025-07-16 04:04:55,27.92,1,B3,Crew_B,213,Busy,2025-07-16 03:53:31,0.63,Contact,Fog,27.916666666666668,1,3,2
AI353,2025-07-16 08:41:00,2025-07-16 09:02:50,21.85,1,B3,Crew_A,153,Free,2025-07-16 08:52:36,0.33,Finger,Rain,21.833333333333332,1,8,2
AI968,2025-07-16 21:56:00,2025-07-16 22:22:11,26.19,1,B2,Crew_D,129,Free,2025-07-16 22:03:58,0.48,Finger,Rain,26.183333333333334,1,21,2
AI402,2025-07-16 20:03:00,2025-07-16 20:33:00,30.0,1,B1,Crew_B,173,Busy,2025-07-16 20:23:58,0.75,Remote,Clear,30.0,1,20,2
AI611,2025-07-16 20:38:00,2025-07-16 21:08:00,30.0,1,B3,Crew_B,68,Free,2025-07-16 20:53:06,0.49,Remote,Fog,30.0,1,20,2
AI496,2025-07-16 18:26:00,2025-07-16 18:47:44,21.74,1,B4,Crew_A,112,Free,2025-07-16 18:39:31,0.36,Finger,Clear,21.733333333333334,1,18,2
AI117,2025-07-16 18:04:00,2025-07-16 18:32:24,28.41,1,B1,Crew_D,205,Free,2025-07-16 18:11:59,0.3,Remote,Clear,28.4,1,18,2
AI618,2025-07-16 09:40:00,2025-07-16 10:09:36,29.61,1,B4,Crew_A,74,Busy,2025-07-16 09:52:25,0.75,Contact,Clear,29.6,1,9,2
AI755,2025-07-16 17:34:00,2025-07-16 18:04:00,30.0,1,B1,Crew_B,58,Busy,2025-07-16 17:53:12,0.65,Contact,Clear,30.0,1,17,2
AI927,2025-07-16 04:34:00,2025-07-16 05:04:00,30.0,1,B1,Crew_C,188,Free,2025-07-16 04:45:16,0.35,Finger,Rain,30.0,1,4,2
AI815,2025-07-16 13:46:00,2025-07-16 14:16:00,30.0,1,B1,Crew_D,180,Very Busy,2025-07-16 13:55:53,0.77,Remote,Clear,30.0,1,13,2
AI218,2025-07-16 14:39:00,2025-07-16 15:09:00,30.0,1,B2,Crew_A,239,Busy,2025-07-16 15:02:06,0.71,Contact,Rain,30.0,1,14,2
AI112,2025-07-16 22:08:00,2025-07-16 22:38:00,30.0,1,B3,Crew_C,131,Busy,2025-07-16 22:25:25,0.65,Remote,Clear,30.0,1,22,2
AI270,2025-07-16 11:08:00,2025-07-16 11:38:00,30.0,1,B1,Crew_A,118,Busy,2025-07-16 11:18:04,0.6,Contact,Rain,30.0,1,11,2
AI443,2025-07-16 13:17:00,2025-07-16 13:47:00,30.0,1,B1,Crew_D,174,Busy,2025-07-16 13:35:43,0.61,Contact,Rain,30.0,1,13,2
AI566,2025-07-16 16:23:00,2025-07-16 16:47:23,24.4,1,B2,Crew_C,216,Free,2025-07-16 16:42:16,0.31,Finger,Clear,24.383333333333333,1,16,2
AI891,2025-07-16 03:57:00,2025-07-16 04:27:00,30.0,1,B1,Crew_A,177,Busy,2025-07-16 04:12:15,0.65,Finger,Clear,30.0,1,3,2
AI979,2025-07-16 00:15:00,2025-07-16 00:43:20,28.34,1,B2,Crew_B,240,Free,2025-07-16 00:36:34,0.35,Contact,Clear,28.333333333333332,1,0,2
AI978,2025-07-16 01:35:00,2025-07-16 02:05:00,30.0,1,B4,Crew_B,186,Very Busy,2025-07-16 01:45:12,0.89,Finger,Rain,30.0,1,1,2
AI429,2025-07-16 07:26:00,2025-07-16 07:56:00,30.0,1,B1,Crew_C,200,Very Busy,2025-07-16 07:38:35,0.78,Contact,Clear,30.0,1,7,2
AI222,2025-07-16 16:43:00,2025-07-16 17:13:00,30.0,1,B1,Crew_D,121,Very Busy,2025-07-16 17:04:02,0.82,Remote,Clear,30.0,1,16,2
AI170,2025-07-16 14:55:00,2025-07-16 15:20:10,25.18,1,B4,Crew_A,162,Free,2025-07-16 15:13:01,0.36,Contact,Clear,25.166666666666668,1,14,2
AI477,2025-07-16 06:18:00,2025-07-16 06:48:00,30.0,1,B2,Crew_D,228,Busy,2025-07-16 06:39:47,0.75,Contact,Rain,30.0,1,6,2
AI477,2025-07-16 18:31:00,2025-07-16 19:01:00,30.0,1,B2,Crew_B,112,Very Busy,2025-07-16 18:46:39,0.85,Remote,Rain,30.0,1,18,2
AI106,2025-07-16 13:01:00,2025-07-16 13:27:17,26.29,1,B1,Crew_C,191,Free,2025-07-16 13:07:06,0.35,Contact,Rain,26.283333333333335,1,13,2
AI101,2025-07-16 21:24:00,2025-07-16 21:54:00,30.0,1,B2,Crew_B,58,Very Busy,2025-07-16 21:35:01,0.84,Finger,Clear,30.0,1,21,2
AI529,2025-07-16 15:03:00,2025-07-16 15:33:00,30.0,1,B1,Crew_A,236,Very Busy,2025-07-16 15:09:17,0.88,Remote,Rain,30.0,1,15,2
AI337,2025-07-16 16:26:00,2025-07-16 16:56:00,30.0,1,B1,Crew_A,51,Busy,2025-07-16 16:48:50,0.63,Contact,Clear,30.0,1,16,2
AI617,2025-07-16 04:40:00,2025-07-16 05:10:00,30.0,1,B1,Crew_D,232,Very Busy,2025-07-16 04:50:42,0.81,Remote,Clear,30.0,1,4,2
AI778,2025-07-16 04:15:00,2025-07-16 04:40:52,25.87,1,B4,Crew_C,60,Free,2025-07-16 04:33:11,0.42,Contact,Fog,25.866666666666667,1,4,2
AI425,2025-07-16 14:17:00,2025-07-16 14:47:00,30.0,1,B1,Crew_B,210,Free,2025-07-16 14:22:39,0.47,Remote,Clear,30.0,1,14,2
AI208,2025-07-16 05:28:00,2025-07-16 05:54:25,26.42,1,B3,Crew_B,114,Busy,2025-07-16 05:38:35,0.62,Contact,Clear,26.416666666666668,1,5,2
AI562,2025-07-16 09:29:00,2025-07-16 09:59:00,30.0,1,B3,Crew_A,199,Free,2025-07-16 09:45:50,0.44,Remote,Clear,30.0,1,9,2
AI320,2025-07-16 10:09:00,2025-07-16 10:37:20,28.34,1,B4,Crew_A,181,Free,2025-07-16 10:18:17,0.46,Remote,Fog,28.333333333333332,1,10,2
AI793,2025-07-16 09:16:00,2025-07-16 09:46:00,30.0,1,B4,Crew_D,116,Very Busy,2025-07-16 09:33:00,0.86,Remote,Clear,30.0,1,9,2
AI669,2025-07-16 23:35:00,2025-07-16 23:55:01,20.03,1,B2,Crew_A,50,Free,2025-07-16 23:48:56,0.3,Contact,Clear,20.016666666666666,1,23,2
AI112,2025-07-16 01:53:00,2025-07-16 02:23:00,30.0,1,B4,Crew_C,110,Busy,2025-07-16 02:00:48,0.64,Remote,Clear,30.0,1,1,2
AI802,2025-07-16 20:41:00,2025-07-16 20:56:34,15.57,1,B1,Crew_A,242,Free,2025-07-16 20:49:28,0.39,Finger,Clear,15.566666666666666,1,20,2
AI166,2025-07-16 06:57:00,2025-07-16 07:24:58,27.98,1,B3,Crew_A,225,Busy,2025-07-16 07:11:17,0.6,Remote,Clear,27.966666666666665,1,6,2
AI143,2025-07-16 14:03:00,2025-07-16 14:28:05,25.1,1,B4,Crew_D,95,Free,2025-07-16 14:14:59,0.39,Finger,Clear,25.083333333333332,1,14,2
AI130,2025-07-16 12:43:00,2025-07-16 13:07:36,24.6,1,B2,Crew_C,241,Busy,2025-07-16 13:01:36,0.66,Contact,Clear,24.6,1,12,2
AI386,2025-07-16 14:56:00,2025-07-16 15:25:23,29.4,1,B2,Crew_C,86,Free,2025-07-16 15:11:18,0.48,Finger,Rain,29.383333333333333,1,14,2
AI610,2025-07-16 13:56:00,2025-07-16 14:26:00,30.0,1,B4,Crew_B,232,Busy,2025-07-16 14:15:02,0.75,Remote,Clear,30.0,1,13,2
AI529,2025-07-16 06:41:00,2025-07-16 07:11:00,30.0,1,B1,Crew_D,126,Very Busy,2025-07-16 07:03:38,0.85,Finger,Clear,30.0,1,6,2
AI900,2025-07-16 22:22:00,2025-07-16 22:49:02,27.05,1,B3,Crew_D,158,Busy,2025-07-16 22:41:02,0.74,Contact,Clear,27.033333333333335,1,22,2
AI376,2025-07-16 05:01:00,2025-07-16 05:27:12,26.21,1,B3,Crew_A,246,Free,2025-07-16 05:17:07,0.32,Remote,Clear,26.2,1,5,2
AI928,2025-07-16 15:33:00,2025-07-16 15:53:06,20.11,1,B2,Crew_A,210,Free,2025-07-16 15:39:13,0.38,Finger,Fog,20.1,1,15,2
AI353,2025-07-16 21:15:00,2025-07-16 21:41:06,26.1,1,B2,Crew_D,133,Free,2025-07-16 21:25:10,0.45,Finger,Clear,26.1,1,21,2
AI463,2025-07-16 05:11:00,2025-07-16 05:41:00,30.0,1,B3,Crew_A,51,Free,2025-07-16 05:23:14,0.42,Contact,Storm,30.0,1,5,2
AI820,2025-07-16 22:22:00,2025-07-16 22:52:00,30.0,1,B2,Crew_D,59,Very Busy,2025-07-16 22:29:18,0.77,Finger,Clear,30.0,1,22,2
AI655,2025-07-16 09:11:00,2025-07-16 09:41:00,30.0,1,B2,Crew_A,52,Busy,2025-07-16 09:34:02,0.61,Remote,Clear,30.0,1,9,2
AI639,2025-07-16 15:00:00,2025-07-16 15:29:45,29.75,1,B2,Crew_C,193,Free,2025-07-16 15:13:51,0.32,Finger,Clear,29.75,1,15,2
AI834,2025-07-16 05:58:00,2025-07-16 06:28:00,30.0,1,B2,Crew_B,150,Very Busy,2025-07-16 06:09:51,0.86,Contact,Clear,30.0,1,5,2
AI892,2025-07-16 03:54:00,2025-07-16 04:24:00,30.0,1,B3,Crew_D,87,Busy,2025-07-16 04:07:35,0.7,Contact,Fog,30.0,1,3,2
AI700,2025-07-16 03:21:00,2025-07-16 03:51:00,30.0,1,B4,Crew_D,168,Free,2025-07-16 03:37:48,0.35,Remote,Fog,30.0,1,3,2
AI764,2025-07-16 10:11:00,2025-07-16 10:41:00,30.0,1,B3,Crew_B,81,Busy,2025-07-16 10:34:19,0.66,Finger,Rain,30.0,1,10,2
AI781,2025-07-16 18:52:00,2025-07-16 19:19:01,27.03,1,B3,Crew_B,153,Free,2025-07-16 19:03:41,0.41,Contact,Rain,27.016666666666666,1,18,2
AI281,2025-07-16 23:00:00,2025-07-16 23:30:00,30.0,1,B1,Crew_B,83,Very Busy,2025-07-16 23:07:51,0.88,Finger,Clear,30.0,1,23,2
AI716,2025-07-16 10:58:00,2025-07-16 11:28:00,30.0,1,B1,Crew_D,242,Very Busy,2025-07-16 11:13:20,0.81,Finger,Clear,30.0,1,10,2
AI244,2025-07-16 10:47:00,2025-07-16 11:12:53,25.9,1,B2,Crew_A,212,Free,2025-07-16 10:58:30,0.36,Contact,Fog,25.883333333333333,1,10,2
AI941,2025-07-16 22:42:00,2025-07-16 23:12:00,30.0,1,B3,Crew_B,87,Busy,2025-07-16 23:03:50,0.69,Contact,Clear,30.0,1,22,2
AI355,2025-07-16 22:04:00,2025-07-16 22:34:00,30.0,1,B1,Crew_D,114,Free,2025-07-16 22:11:42,0.32,Remote,Rain,30.0,1,22,2
AI548,2025-07-16 23:26:00,2025-07-16 23:56:00,30.0,1,B4,Crew_C,223,Very Busy,2025-07-16 23:34:12,0.75,Contact,Clear,30.0,1,23,2
AI659,2025-07-16 12:06:00,2025-07-16 12:36:00,30.0,1,B2,Crew_B,108,Very Busy,2025-07-16 12:13:36,0.88,Finger,Rain,30.0,1,12,2
AI562,2025-07-16 02:51:00,2025-07-16 03:21:00,30.0,1,B3,Crew_A,86,Very Busy,2025-07-16 03:13:46,0.84,Contact,Clear,30.0,1,2,2
AI175,2025-07-16 10:10:00,2025-07-16 10:40:00,30.0,1,B1,Crew_C,162,Very Busy,2025-07-16 10:18:01,0.75,Remote,Rain,30.0,1,10,2
AI708,2025-07-16 19:57:00,2025-07-16 20:25:42,28.7,1,B2,Crew_D,71,Busy,2025-07-16 20:12:21,0.68,Remote,Clear,28.7,1,19,2
