Passenger_ID,Bag_Tag_ID,Checkin_Time,Bag_Loaded_on_Aircraft_Time,Flight_Scheduled_Departure_Time,Load_Team_Assigned,Bag_Routing_Status,Bag_Screening_Status,Checkin_Counter_Location,Trolley_Turnaround_Time,Bag_Load_Lead_Time_Minutes,Late_Load_Flag,Calculated_Bag_Load_Lead_Time_Minutes,Calculated_Late_Load_Flag,Departure_Hour,Departure_Day_of_Week,Checkin_to_Load_Duration_Minutes
PAX50823,TAG876482,2025-07-16 13:01:00,2025-07-16 15:39:26,2025-07-16 15:53:00,Team_3,Routed,Cleared,Counter_C,14.23,13.57,1,13.566666666666666,1,15,2,158.43333333333334
PAX63285,TAG105842,2025-07-16 11:46:00,2025-07-16 13:35:15,2025-07-16 13:44:00,Team_2,Routed,Cleared,Counter_C,8.8,8.74,1,8.75,1,13,2,109.25
PAX75511,TAG428221,2025-07-16 10:20:00,2025-07-16 11:59:50,2025-07-16 12:20:00,Team_3,Routed,Cleared,Counter_C,6.06,20.17,0,20.166666666666668,0,12,2,99.83333333333333
PAX20673,TAG210146,2025-07-16 16:34:00,2025-07-16 18:22:10,2025-07-16 18:44:00,Team_1,Routed,Cleared,Counter_A,15.91,21.83,0,21.833333333333332,0,18,2,108.16666666666667
PAX78149,TAG884490,2025-07-16 05:37:00,2025-07-16 07:56:05,2025-07-16 08:10:00,Team_1,Routed,Held,Counter_A,18.94,13.9,1,13.916666666666666,1,8,2,139.08333333333334
PAX65598,TAG619238,2025-07-16 08:53:00,2025-07-16 10:23:34,2025-07-16 10:40:00,Team_3,Routed,Cleared,Counter_C,8.01,16.42,0,16.433333333333334,0,10,2,90.56666666666666
PAX64807,TAG518807,2025-07-16 04:15:00,2025-07-16 05:01:19,2025-07-16 05:18:00,Team_3,Routed,Manual Check,Counter_C,5.54,16.67,0,16.683333333333334,0,5,2,46.31666666666667
PAX45534,TAG647860,2025-07-16 13:14:00,2025-07-16 15:17:09,2025-07-16 15:39:00,Team_1,Routed,Cleared,Counter_A,15.38,21.84,0,21.85,0,15,2,123.15
PAX48036,TAG648668,2025-07-16 09:34:00,2025-07-16 11:32:54,2025-07-16 11:51:00,Team_3,Routed,Cleared,Counter_C,11.17,18.09,0,18.1,0,11,2,118.9
PAX42930,TAG595043,2025-07-16 17:18:00,2025-07-16 18:51:48,2025-07-16 19:13:00,Team_3,Routed,Held,Counter_A,17.31,21.19,0,21.2,0,19,2,93.8
PAX31527,TAG649850,2025-07-16 18:10:00,2025-07-16 19:43:50,2025-07-16 20:00:00,Team_2,Routed,Cleared,Counter_A,18.0,16.17,0,16.166666666666668,0,20,2,93.83333333333333
PAX10734,TAG426988,2025-07-16 09:13:00,2025-07-16 10:49:45,2025-07-16 11:12:00,Team_2,Routed,Cleared,Counter_A,9.44,22.24,0,22.25,0,11,2,96.75
PAX18009,TAG755331,2025-07-16 17:33:00,2025-07-16 19:15:36,2025-07-16 19:38:00,Team_3,Routed,Cleared,Counter_A,13.56,22.39,0,22.4,0,19,2,102.6
PAX55214,TAG759367,2025-07-16 03:01:00,2025-07-16 05:37:59,2025-07-16 05:59:00,Team_2,Routed,Cleared,Counter_C,5.83,21.01,0,21.016666666666666,0,5,2,156.98333333333332
PAX50075,TAG485115,2025-07-16 16:04:00,2025-07-16 17:42:47,2025-07-16 17:59:00,Team_3,Routed,Cleared,Counter_A,14.41,16.21,0,16.216666666666665,0,17,2,98.78333333333333
PAX20154,TAG721427,2025-07-16 08:00:00,2025-07-16 08:50:06,2025-07-16 09:06:00,Team_2,Routed,Cleared,Counter_C,14.0,15.89,0,15.9,0,9,2,50.1
PAX23411,TAG232858,2025-07-16 20:31:00,2025-07-16 21:10:07,2025-07-16 21:37:00,Team_3,Routed,Cleared,Counter_C,19.1,26.88,0,26.883333333333333,0,21,2,39.11666666666667
PAX89269,TAG390704,2025-07-16 17:20:00,2025-07-16 19:47:23,2025-07-16 20:13:00,Team_1,Routed,Cleared,Counter_A,11.54,25.6,0,25.616666666666667,0,20,2,147.38333333333333
PAX90599,TAG253607,2025-07-16 06:15:00,2025-07-16 08:49:54,2025-07-16 09:10:00,Team_1,Routed,Cleared,Counter_A,11.24,20.08,0,20.1,0,9,2,154.9
PAX27953,TAG636561,2025-07-16 16:49:00,2025-07-16 19:09:43,2025-07-16 19:27:00,Team_3,Routed,Cleared,Counter_A,6.57,17.27,0,17.283333333333335,0,19,2,140.71666666666667
PAX41558,TAG687354,2025-07-16 16:09:00,2025-07-16 17:08:38,2025-07-16 17:24:00,Team_2,Routed,Cleared,Counter_B,10.76,15.37,0,15.366666666666667,0,17,2,59.63333333333333
PAX78417,TAG432369,2025-07-16 18:13:00,2025-07-16 20:47:03,2025-07-16 21:05:00,Team_1,Routed,Cleared,Counter_C,12.55,17.94,0,17.95,0,21,2,154.05
PAX46403,TAG845902,2025-07-16 06:58:00,2025-07-16 09:37:27,2025-07-16 09:53:00,Team_3,Routed,Cleared,Counter_B,15.62,15.55,0,15.55,0,9,2,159.45
PAX99832,TAG226080,2025-07-16 21:23:00,2025-07-16 22:42:18,2025-07-16 22:57:00,Team_1,Routed,Cleared,Counter_B,13.66,14.69,1,14.7,1,22,2,79.3
PAX71089,TAG908184,2025-07-16 14:52:00,2025-07-16 16:26:15,2025-07-16 16:46:00,Team_1,Routed,Cleared,Counter_B,16.38,19.74,0,19.75,0,16,2,94.25
PAX59047,TAG287700,2025-07-16 02:53:00,2025-07-16 04:52:37,2025-07-16 05:12:00,Team_1,Routed,Cleared,Counter_C,16.94,19.37,0,19.383333333333333,0,5,2,119.61666666666666
PAX50683,TAG444406,2025-07-16 07:12:00,2025-07-16 08:39:25,2025-07-16 08:58:00,Team_1,Routed,Cleared,Counter_C,17.09,18.57,0,18.583333333333332,0,8,2,87.41666666666667
PAX45786,TAG135156,2025-07-16 12:35:00,2025-07-16 13:16:05,2025-07-16 13:41:00,Team_3,Routed,Cleared,Counter_C,5.04,24.91,0,24.916666666666668,0,13,2,41.083333333333336
PAX43166,TAG387492,2025-07-16 05:08:00,2025-07-16 06:18:23,2025-07-16 06:36:00,Team_2,Routed,Held,Counter_C,11.7,17.61,0,17.616666666666667,0,6,2,70.38333333333334
PAX92868,TAG576557,2025-07-16 18:01:00,2025-07-16 19:50:07,2025-07-16 20:11:00,Team_3,Routed,Held,Counter_A,15.68,20.88,0,20.883333333333333,0,20,2,109.11666666666666
PAX15006,TAG487484,2025-07-16 04:20:00,2025-07-16 05:21:26,2025-07-16 05:39:00,Team_3,Routed,Cleared,Counter_A,9.74,17.57,0,17.566666666666666,0,5,2,61.43333333333333
PAX27255,TAG186847,2025-07-16 15:57:00,2025-07-16 18:32:10,2025-07-16 18:53:00,Team_3,Routed,Cleared,Counter_C,16.59,20.82,0,20.833333333333332,0,18,2,155.16666666666666
PAX18169,TAG429500,2025-07-16 07:41:00,2025-07-16 08:36:56,2025-07-16 08:54:00,Team_1,Routed,Manual Check,Counter_C,15.92,17.05,0,17.066666666666666,0,8,2,55.93333333333333
PAX90478,TAG873276,2025-07-16 03:05:00,2025-07-16 05:01:25,2025-07-16 05:21:00,Team_2,Routed,Cleared,Counter_C,13.78,19.58,0,19.583333333333332,0,5,2,116.41666666666667
PAX32179,TAG715354,2025-07-16 14:14:00,2025-07-16 16:16:29,2025-07-16 16:33:00,Team_2,Routed,Cleared,Counter_C,5.72,16.5,0,16.516666666666666,0,16,2,122.48333333333333
PAX97771,TAG164470,2025-07-16 05:56:00,2025-07-16 06:50:13,2025-07-16 07:12:00,Team_3,Routed,Cleared,Counter_B,10.72,21.78,0,21.783333333333335,0,7,2,54.21666666666667
PAX21005,TAG280968,2025-07-16 17:33:00,2025-07-16 18:45:40,2025-07-16 19:02:00,Team_3,Routed,Cleared,Counter_B,19.88,16.32,0,16.333333333333332,0,19,2,72.66666666666667
PAX32671,TAG766160,2025-07-16 04:01:00,2025-07-16 04:55:05,2025-07-16 05:19:00,Team_2,Routed,Cleared,Counter_B,5.95,23.9,0,23.916666666666668,0,5,2,54.083333333333336
PAX84471,TAG976720,2025-07-16 04:37:00,2025-07-16 07:14:33,2025-07-16 07:36:00,Team_1,Routed,Cleared,Counter_A,16.77,21.44,0,21.45,0,7,2,157.55
PAX21326,TAG294677,2025-07-16 14:14:00,2025-07-16 15:12:37,2025-07-16 15:37:00,Team_1,Routed,Cleared,Counter_A,6.93,24.38,0,24.383333333333333,0,15,2,58.61666666666667
PAX38511,TAG768934,2025-07-16 13:57:00,2025-07-16 16:06:20,2025-07-16 16:29:00,Team_1,Routed,Cleared,Counter_B,6.93,22.67,0,22.666666666666668,0,16,2,129.33333333333334
PAX99245,TAG773518,2025-07-16 09:25:00,2025-07-16 11:33:47,2025-07-16 11:47:00,Team_1,Routed,Cleared,Counter_B,18.43,13.21,1,13.216666666666667,1,11,2,128.78333333333333
PAX47627,TAG286650,2025-07-16 10:14:00,2025-07-16 12:51:11,2025-07-16 13:08:00,Team_1,Routed,Cleared,Counter_B,8.89,16.81,0,16.816666666666666,0,13,2,157.18333333333334
PAX36112,TAG285715,2025-07-16 12:36:00,2025-07-16 14:01:17,2025-07-16 14:16:00,Team_2,Routed,Cleared,Counter_B,15.98,14.7,1,14.716666666666667,1,14,2,85.28333333333333
PAX85850,TAG481276,2025-07-16 14:41:00,2025-07-16 16:29:57,2025-07-16 16:49:00,Team_3,Routed,Cleared,Counter_C,8.17,19.04,0,19.05,0,16,2,108.95
PAX32344,TAG138515,2025-07-16 22:15:00,2025-07-16 23:08:22,2025-07-16 23:24:00,Team_3,Routed,Cleared,Counter_B,9.85,15.63,0,15.633333333333333,0,23,2,53.36666666666667
PAX55471,TAG777388,2025-07-16 12:13:00,2025-07-16 13:56:34,2025-07-16 14:13:00,Team_3,Routed,Manual Check,Counter_C,16.88,16.43,0,16.433333333333334,0,14,2,103.56666666666666
PAX45251,TAG195166,2025-07-16 19:34:00,2025-07-16 21:26:57,2025-07-16 21:49:00,Team_2,Routed,Cleared,Counter_A,14.13,22.04,0,22.05,0,21,2,112.95
PAX25112,TAG642145,2025-07-16 08:25:00,2025-07-16 10:07:21,2025-07-16 10:30:00,Team_2,Routed,Cleared,Counter_C,9.1,22.64,0,22.65,0,10,2,102.35
PAX59533,TAG790282,2025-07-16 21:34:00,2025-07-16 23:37:17,2025-07-16 23:57:00,Team_3,Routed,Cleared,Counter_B,16.03,19.71,0,19.716666666666665,0,23,2,123.28333333333333
PAX11035,TAG266461,2025-07-16 17:20:00,2025-07-16 18:23:53,2025-07-16 18:30:00,Team_1,Routed,Cleared,Counter_A,6.44,6.11,1,6.116666666666666,1,18,2,63.88333333333333
PAX56924,TAG421153,2025-07-16 08:42:00,2025-07-16 10:06:03,2025-07-16 10:29:00,Team_2,Routed,Cleared,Counter_C,17.32,22.94,0,22.95,0,10,2,84.05
PAX69827,TAG722408,2025-07-16 22:14:00,2025-07-16 23:17:46,2025-07-16 23:44:00,Team_1,Routed,Cleared,Counter_B,5.6,26.22,0,26.233333333333334,0,23,2,63.766666666666666
PAX58918,TAG730133,2025-07-16 13:56:00,2025-07-16 15:12:21,2025-07-16 15:30:00,Team_1,Routed,Cleared,Counter_C,12.83,17.64,0,17.65,0,15,2,76.35
PAX24136,TAG541435,2025-07-16 16:38:00,2025-07-16 18:26:07,2025-07-16 18:49:00,Team_3,Routed,Cleared,Counter_A,12.1,22.87,0,22.883333333333333,0,18,2,108.11666666666666
PAX31499,TAG637085,2025-07-16 08:46:00,2025-07-16 10:39:19,2025-07-16 10:59:00,Team_3,Routed,Cleared,Counter_C,8.75,19.68,0,19.683333333333334,0,10,2,113.31666666666666
PAX36012,TAG695578,2025-07-16 06:55:00,2025-07-16 08:44:24,2025-07-16 09:08:00,Team_1,Routed,Cleared,Counter_A,11.16,23.59,0,23.6,0,9,2,109.4
PAX50537,TAG931377,2025-07-16 07:51:00,2025-07-16 09:32:01,2025-07-16 09:51:00,Team_2,Routed,Cleared,Counter_A,16.65,18.97,0,18.983333333333334,0,9,2,101.01666666666667
PAX96325,TAG254655,2025-07-16 10:46:00,2025-07-16 11:37:19,2025-07-16 11:56:00,Team_1,Routed,Cleared,Counter_A,10.3,18.67,0,18.683333333333334,0,11,2,51.31666666666667
PAX36649,TAG557754,2025-07-16 05:44:00,2025-07-16 07:26:51,2025-07-16 07:46:00,Team_2,Routed,Cleared,Counter_A,17.77,19.13,0,19.15,0,7,2,102.85
PAX72566,TAG267069,2025-07-16 13:39:00,2025-07-16 15:47:17,2025-07-16 16:06:00,Team_3,Routed,Cleared,Counter_A,17.83,18.7,0,18.716666666666665,0,16,2,128.28333333333333
PAX71906,TAG800906,2025-07-16 15:52:00,2025-07-16 17:27:34,2025-07-16 17:53:00,Team_1,Routed,Cleared,Counter_B,17.09,25.42,0,25.433333333333334,0,17,2,95.56666666666666
PAX26843,TAG433821,2025-07-16 07:21:00,2025-07-16 09:05:25,2025-07-16 09:25:00,Team_3,Routed,Held,Counter_C,18.05,19.57,0,19.583333333333332,0,9,2,104.41666666666667
PAX65652,TAG725935,2025-07-16 16:03:00,2025-07-16 17:14:29,2025-07-16 17:34:00,Team_3,Routed,Cleared,Counter_C,18.67,19.5,0,19.516666666666666,0,17,2,71.48333333333333
PAX13525,TAG332463,2025-07-16 08:18:00,2025-07-16 10:29:20,2025-07-16 10:49:00,Team_3,Routed,Cleared,Counter_A,10.96,19.65,0,19.666666666666668,0,10,2,131.33333333333334
PAX90028,TAG728275,2025-07-16 15:27:00,2025-07-16 17:42:45,2025-07-16 17:58:00,Team_2,Routed,Cleared,Counter_A,17.9,15.25,0,15.25,0,17,2,135.75
PAX15799,TAG321493,2025-07-16 13:24:00,2025-07-16 14:13:13,2025-07-16 14:27:00,Team_1,Routed,Cleared,Counter_B,19.23,13.77,1,13.783333333333333,1,14,2,49.21666666666667
PAX29758,TAG398806,2025-07-16 13:08:00,2025-07-16 14:04:42,2025-07-16 14:24:00,Team_2,Routed,Cleared,Counter_B,8.14,19.29,0,19.3,0,14,2,56.7
PAX33529,TAG271487,2025-07-16 15:29:00,2025-07-16 17:20:16,2025-07-16 17:43:00,Team_1,Routed,Cleared,Counter_B,11.22,22.72,0,22.733333333333334,0,17,2,111.26666666666667
PAX99923,TAG868260,2025-07-16 06:16:00,2025-07-16 08:19:28,2025-07-16 08:41:00,Team_1,Routed,Cleared,Counter_A,13.33,21.52,0,21.533333333333335,0,8,2,123.46666666666667
PAX51815,TAG234993,2025-07-16 22:23:00,2025-07-16 23:14:27,2025-07-16 23:32:00,Team_2,Routed,Cleared,Counter_C,10.55,17.54,0,17.55,0,23,2,51.45
PAX97843,TAG521216,2025-07-16 17:41:00,2025-07-16 18:30:16,2025-07-16 18:49:00,Team_3,Routed,Cleared,Counter_C,16.08,18.72,0,18.733333333333334,0,18,2,49.266666666666666
PAX25198,TAG732958,2025-07-16 17:57:00,2025-07-16 19:17:48,2025-07-16 19:32:00,Team_2,Routed,Cleared,Counter_C,14.91,14.2,1,14.2,1,19,2,80.8
PAX57823,TAG217096,2025-07-16 09:22:00,2025-07-16 10:11:09,2025-07-16 10:27:00,Team_3,Routed,Cleared,Counter_A,7.02,15.84,0,15.85,0,10,2,49.15
PAX29711,TAG107294,2025-07-16 14:57:00,2025-07-16 15:32:49,2025-07-16 15:59:00,Team_3,Routed,Cleared,Counter_C,6.25,26.17,0,26.183333333333334,0,15,2,35.81666666666667
PAX69636,TAG556013,2025-07-16 03:43:00,2025-07-16 06:13:18,2025-07-16 06:29:00,Team_2,Routed,Cleared,Counter_B,17.11,15.68,0,15.7,0,6,2,150.3
PAX58117,TAG152505,2025-07-16 13:48:00,2025-07-16 15:59:48,2025-07-16 16:16:00,Team_1,Routed,Cleared,Counter_C,5.71,16.2,0,16.2,0,16,2,131.8
PAX45027,TAG287410,2025-07-16 11:43:00,2025-07-16 14:00:41,2025-07-16 14:22:00,Team_2,Routed,Cleared,Counter_C,16.13,21.32,0,21.316666666666666,0,14,2,137.68333333333334
PAX14668,TAG724719,2025-07-16 07:09:00,2025-07-16 08:02:02,2025-07-16 08:22:00,Team_2,Routed,Cleared,Counter_A,6.88,19.96,0,19.966666666666665,0,8,2,53.03333333333333
PAX32968,TAG188129,2025-07-16 19:59:00,2025-07-16 21:47:08,2025-07-16 22:06:00,Team_2,Routed,Cleared,Counter_B,9.21,18.86,0,18.866666666666667,0,22,2,108.13333333333334
PAX46004,TAG462163,2025-07-16 18:26:00,2025-07-16 19:21:21,2025-07-16 19:44:00,Team_3,Routed,Held,Counter_C,7.58,22.64,0,22.65,0,19,2,55.35
PAX84588,TAG580687,2025-07-16 04:54:00,2025-07-16 05:48:18,2025-07-16 06:04:00,Team_3,Routed,Cleared,Counter_C,19.77,15.7,0,15.7,0,6,2,54.3
PAX93599,TAG951943,2025-07-16 06:22:00,2025-07-16 08:01:47,2025-07-16 08:24:00,Team_2,Routed,Cleared,Counter_C,5.0,22.21,0,22.216666666666665,0,8,2,99.78333333333333
PAX49581,TAG543054,2025-07-16 16:00:00,2025-07-16 16:43:07,2025-07-16 17:01:00,Team_3,Routed,Cleared,Counter_C,13.42,17.88,0,17.883333333333333,0,17,2,43.11666666666667
PAX20391,TAG977504,2025-07-16 16:16:00,2025-07-16 17:45:40,2025-07-16 18:07:00,Team_2,Routed,Cleared,Counter_C,15.22,21.32,0,21.333333333333332,0,18,2,89.66666666666667
PAX77376,TAG665347,2025-07-16 11:23:00,2025-07-16 12:24:17,2025-07-16 12:44:00,Team_2,Routed,Cleared,Counter_A,11.06,19.71,0,19.716666666666665,0,12,2,61.28333333333333
PAX67271,TAG388134,2025-07-16 07:32:00,2025-07-16 09:51:38,2025-07-16 10:17:00,Team_2,Routed,Cleared,Counter_A,11.04,25.36,0,25.366666666666667,0,10,2,139.63333333333333
PAX98894,TAG398752,2025-07-16 10:51:00,2025-07-16 12:49:07,2025-07-16 13:00:00,Team_2,Routed,Cleared,Counter_C,9.56,10.88,1,10.883333333333333,1,13,2,118.11666666666666
PAX27008,TAG388115,2025-07-16 11:27:00,2025-07-16 13:12:07,2025-07-16 13:29:00,Team_2,Routed,Manual Check,Counter_A,10.49,16.87,0,16.883333333333333,0,13,2,105.11666666666666
PAX39009,TAG335745,2025-07-16 03:58:00,2025-07-16 05:23:13,2025-07-16 05:45:00,Team_2,Routed,Cleared,Counter_C,6.58,21.78,0,21.783333333333335,0,5,2,85.21666666666667
PAX89864,TAG967146,2025-07-16 16:59:00,2025-07-16 19:12:56,2025-07-16 19:37:00,Team_3,Routed,Cleared,Counter_B,15.68,24.06,0,24.066666666666666,0,19,2,133.93333333333334
PAX72338,TAG684745,2025-07-16 03:29:00,2025-07-16 05:02:23,2025-07-16 05:21:00,Team_2,Routed,Cleared,Counter_A,12.2,18.6,0,18.616666666666667,0,5,2,93.38333333333334
PAX70548,TAG995857,2025-07-16 17:21:00,2025-07-16 19:54:28,2025-07-16 20:13:00,Team_2,Routed,Cleared,Counter_B,12.21,18.53,0,18.533333333333335,0,20,2,153.46666666666667
PAX62813,TAG133833,2025-07-16 21:47:00,2025-07-16 22:55:17,2025-07-16 23:05:00,Team_2,Routed,Cleared,Counter_A,6.62,9.7,1,9.716666666666667,1,23,2,68.28333333333333
PAX37204,TAG884346,2025-07-16 19:19:00,2025-07-16 21:08:41,2025-07-16 21:23:00,Team_2,Routed,Cleared,Counter_C,17.24,14.3,1,14.316666666666666,1,21,2,109.68333333333334
PAX71260,TAG131000,2025-07-16 07:43:00,2025-07-16 09:19:23,2025-07-16 09:39:00,Team_3,Routed,Cleared,Counter_B,9.32,19.62,0,19.616666666666667,0,9,2,96.38333333333334
PAX64446,TAG902097,2025-07-16 03:58:00,2025-07-16 05:29:12,2025-07-16 05:48:00,Team_2,Misrouted,Cleared,Counter_A,7.01,18.79,0,18.8,0,5,2,91.2
PAX59189,TAG663706,2025-07-16 06:38:00,2025-07-16 09:12:33,2025-07-16 09:24:00,Team_1,Routed,Cleared,Counter_B,6.03,11.44,1,11.45,1,9,2,154.55
PAX38613,TAG321569,2025-07-16 06:41:00,2025-07-16 08:17:49,2025-07-16 08:36:00,Team_3,Routed,Held,Counter_B,19.86,18.17,0,18.183333333333334,0,8,2,96.81666666666666
PAX82098,TAG528360,2025-07-16 15:39:00,2025-07-16 16:31:16,2025-07-16 16:48:00,Team_2,Routed,Held,Counter_B,5.3,16.73,0,16.733333333333334,0,16,2,52.266666666666666
PAX57602,TAG760891,2025-07-16 06:53:00,2025-07-16 08:26:31,2025-07-16 08:42:00,Team_3,Routed,Manual Check,Counter_B,10.03,15.48,0,15.483333333333333,0,8,2,93.51666666666667
PAX75838,TAG661645,2025-07-16 19:58:00,2025-07-16 22:08:00,2025-07-16 22:25:00,Team_2,Routed,Cleared,Counter_B,13.74,16.99,0,17.0,0,22,2,130.0
PAX68911,TAG264592,2025-07-16 08:06:00,2025-07-16 10:03:01,2025-07-16 10:25:00,Team_2,Routed,Cleared,Counter_B,5.99,21.97,0,21.983333333333334,0,10,2,117.01666666666667
PAX96008,TAG280638,2025-07-16 07:12:00,2025-07-16 08:04:25,2025-07-16 08:24:00,Team_2,Routed,Cleared,Counter_B,11.09,19.58,0,19.583333333333332,0,8,2,52.416666666666664
PAX34756,TAG767331,2025-07-16 03:19:00,2025-07-16 05:21:32,2025-07-16 05:39:00,Team_3,Routed,Cleared,Counter_A,6.91,17.45,0,17.466666666666665,0,5,2,122.53333333333333
PAX88586,TAG698301,2025-07-16 15:38:00,2025-07-16 17:51:57,2025-07-16 18:01:00,Team_3,Routed,Cleared,Counter_C,19.71,9.03,1,9.05,1,18,2,133.95
PAX71854,TAG817606,2025-07-16 05:55:00,2025-07-16 06:54:24,2025-07-16 07:23:00,Team_3,Routed,Cleared,Counter_B,13.37,28.58,0,28.6,0,7,2,59.4
PAX82359,TAG636174,2025-07-16 09:04:00,2025-07-16 11:33:06,2025-07-16 11:54:00,Team_3,Routed,Cleared,Counter_A,9.43,20.89,0,20.9,0,11,2,149.1
PAX32965,TAG595104,2025-07-16 09:23:00,2025-07-16 11:02:18,2025-07-16 11:20:00,Team_1,Routed,Cleared,Counter_A,17.06,17.69,0,17.7,0,11,2,99.3
PAX85707,TAG583581,2025-07-16 16:46:00,2025-07-16 18:58:40,2025-07-16 19:15:00,Team_1,Routed,Cleared,Counter_A,13.27,16.33,0,16.333333333333332,0,19,2,132.66666666666666
PAX70477,TAG624513,2025-07-16 06:33:00,2025-07-16 08:31:41,2025-07-16 08:51:00,Team_1,Routed,Cleared,Counter_A,13.84,19.32,0,19.316666666666666,0,8,2,118.68333333333334
PAX70583,TAG857120,2025-07-16 04:28:00,2025-07-16 06:44:13,2025-07-16 07:00:00,Team_2,Routed,Cleared,Counter_C,6.67,15.78,0,15.783333333333333,0,7,2,136.21666666666667
PAX71631,TAG504032,2025-07-16 05:58:00,2025-07-16 07:33:04,2025-07-16 07:50:00,Team_3,Routed,Cleared,Counter_C,15.54,16.92,0,16.933333333333334,0,7,2,95.06666666666666
PAX25857,TAG850565,2025-07-16 20:25:00,2025-07-16 22:23:51,2025-07-16 22:45:00,Team_3,Routed,Cleared,Counter_A,9.92,21.14,0,21.15,0,22,2,118.85
PAX48399,TAG951089,2025-07-16 15:48:00,2025-07-16 17:36:18,2025-07-16 17:53:00,Team_2,Routed,Cleared,Counter_B,11.18,16.69,0,16.7,0,17,2,108.3
PAX77051,TAG759835,2025-07-16 16:47:00,2025-07-16 19:05:01,2025-07-16 19:27:00,Team_2,Routed,Cleared,Counter_C,5.61,21.98,0,21.983333333333334,0,19,2,138.01666666666668
PAX24651,TAG857065,2025-07-16 07:57:00,2025-07-16 10:10:52,2025-07-16 10:23:00,Team_1,Routed,Cleared,Counter_B,18.82,12.13,1,12.133333333333333,1,10,2,133.86666666666667
PAX37536,TAG377356,2025-07-16 06:42:00,2025-07-16 08:01:46,2025-07-16 08:21:00,Team_3,Routed,Cleared,Counter_B,7.71,19.23,0,19.233333333333334,0,8,2,79.76666666666667
PAX42077,TAG893751,2025-07-16 12:14:00,2025-07-16 12:59:17,2025-07-16 13:21:00,Team_2,Routed,Cleared,Counter_C,16.9,21.7,0,21.716666666666665,0,13,2,45.28333333333333
PAX43806,TAG695833,2025-07-16 11:51:00,2025-07-16 13:20:05,2025-07-16 13:38:00,Team_3,Routed,Cleared,Counter_B,5.52,17.91,0,17.916666666666668,0,13,2,89.08333333333333
PAX13400,TAG331757,2025-07-16 14:23:00,2025-07-16 16:11:20,2025-07-16 16:36:00,Team_3,Routed,Cleared,Counter_A,14.86,24.65,0,24.666666666666668,0,16,2,108.33333333333333
PAX84401,TAG764686,2025-07-16 12:37:00,2025-07-16 14:07:21,2025-07-16 14:30:00,Team_1,Routed,Cleared,Counter_C,17.23,22.65,0,22.65,0,14,2,90.35
PAX26849,TAG253643,2025-07-16 13:26:00,2025-07-16 14:33:47,2025-07-16 14:54:00,Team_1,Routed,Cleared,Counter_A,13.83,20.21,0,20.216666666666665,0,14,2,67.78333333333333
PAX86445,TAG417672,2025-07-16 07:03:00,2025-07-16 09:11:53,2025-07-16 09:37:00,Team_3,Routed,Cleared,Counter_C,7.12,25.1,0,25.116666666666667,0,9,2,128.88333333333333
PAX77740,TAG525558,2025-07-16 19:06:00,2025-07-16 20:29:44,2025-07-16 20:39:00,Team_3,Routed,Manual Check,Counter_A,10.03,9.26,1,9.266666666666667,1,20,2,83.73333333333333
PAX86957,TAG994026,2025-07-16 18:27:00,2025-07-16 20:57:34,2025-07-16 21:20:00,Team_2,Routed,Cleared,Counter_C,16.95,22.42,0,22.433333333333334,0,21,2,150.56666666666666
PAX32167,TAG650750,2025-07-16 18:11:00,2025-07-16 19:49:29,2025-07-16 20:11:00,Team_3,Routed,Cleared,Counter_A,5.27,21.5,0,21.516666666666666,0,20,2,98.48333333333333
PAX54874,TAG335746,2025-07-16 12:24:00,2025-07-16 13:52:58,2025-07-16 14:13:00,Team_3,Routed,Cleared,Counter_A,16.77,20.03,0,20.033333333333335,0,14,2,88.96666666666667
PAX95196,TAG306508,2025-07-16 14:55:00,2025-07-16 16:06:22,2025-07-16 16:31:00,Team_1,Routed,Held,Counter_C,16.57,24.62,0,24.633333333333333,0,16,2,71.36666666666666
PAX78697,TAG339464,2025-07-16 10:22:00,2025-07-16 10:59:14,2025-07-16 11:23:00,Team_1,Routed,Cleared,Counter_B,8.12,23.77,0,23.766666666666666,0,11,2,37.233333333333334
PAX76508,TAG170461,2025-07-16 10:50:00,2025-07-16 13:16:35,2025-07-16 13:35:00,Team_3,Misrouted,Cleared,Counter_A,8.89,18.41,0,18.416666666666668,0,13,2,146.58333333333334
PAX17336,TAG568328,2025-07-16 22:15:00,2025-07-16 23:14:28,2025-07-16 23:33:00,Team_3,Routed,Cleared,Counter_A,16.37,18.52,0,18.533333333333335,0,23,2,59.46666666666667
PAX95302,TAG999177,2025-07-16 09:48:00,2025-07-16 11:53:45,2025-07-16 12:14:00,Team_1,Routed,Cleared,Counter_C,12.15,20.25,0,20.25,0,12,2,125.75
PAX44834,TAG678788,2025-07-16 10:39:00,2025-07-16 12:46:06,2025-07-16 13:05:00,Team_1,Routed,Cleared,Counter_A,10.72,18.89,0,18.9,0,13,2,127.1
PAX78492,TAG417467,2025-07-16 04:16:00,2025-07-16 05:51:48,2025-07-16 06:13:00,Team_3,Routed,Cleared,Counter_B,17.87,21.19,0,21.2,0,6,2,95.8
PAX70852,TAG203043,2025-07-16 20:45:00,2025-07-16 22:38:14,2025-07-16 22:56:00,Team_3,Routed,Cleared,Counter_A,13.15,17.76,0,17.766666666666666,0,22,2,113.23333333333333
PAX35745,TAG601532,2025-07-16 05:32:00,2025-07-16 08:03:00,2025-07-16 08:28:00,Team_3,Routed,Cleared,Counter_C,17.38,24.99,0,25.0,0,8,2,151.0
